country_name,iso,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Kenya,KEN,4364317378,4025007635,4405667047,4792411489,5030329190,5131393240,5887173901,6085055476,6570806589,7093791834,6763544121,8263285085,9674854921,10245340502,10661876843,10755936259,10987615308,12026362247,12857683762,13836825444,14610577430,15161914027,15390324965,15591792051,15865461832,16547765826,17735490884,18788466034,19953949119,20889858926,21765572461,22078636874,21902119505,21979477190,22558149463,23552110373,24528778534,24645266174,25456148104,26043011239,26199189978,27189494862,27338183205,28139868743,29576212000,31323180082,33350571127,35635328632,35718103352,36899279533,39999659234,42444283792,44381101421,46990605387,49505467335,52333904250,55394739178
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,3787773946,3912769288,4429256010,4552821221,4812459356,4434630008,3818717158,3228369274,2579946186,2440014496,2612877382,2871948567,2932886588,3040106750,3205083428,3375644645,3375058863,3612335496,3866169244,3859382253,3979134974,4319067497,4681938961,4817073517,4794357795,5079922900,5075444938,5629453576,5855984963,6082952726,6315715825
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150993337,3437716858,3659205613,3857254239,4074023940,4278093134,4787603670,5207355456,5631670884,6002175105,6512713850,7186162900,8138335730,9014922681,9935578323,10600425244,10609615491,11242275199,12037055708,12917367180,13876856310,14858161722,15903594934,16998172324
Kiribati,KIR,,,,,,,,,,,123060442.3,120242284,134766622.2,162946165.1,236765264.8,249418994.7,182653938.3,174228788.7,176074905.3,155676637.7,129977955,125681163.1,134274746.9,133200549,139645736.8,129977955,128903757.1,117087579.3,127829559.1,123532767.2,122458569.2,122458569.2,123532767.2,124606965.2,126755361.1,126755361.1,128903757.1,131052153,139645736.8,137497340.9,146090924.7,143942528.7,149394298.3,152391632.9,149908624.3,157331547.1,154844134.3,158254068.4,155330423.7,155780297.8,153275912.7,154006797,161996359.3,171363258.2,175490863.9,181627864.4,187212404.8
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,177953659.3,185748644.4,199632065.3,216161690.2,218597309.4,219634075.6,222370454.5,241543631.2,262350646,290116753.4,308537316.8,337876220.9,356952408.6,374410304.3,366366624.3,382037139.7,408800265.9,430520454.3,455287533.2,482086484.6,515332775.9,511893889.9,529239413.8,585837985.4,617846864.8,633800729.1,610887562.1,632920302.3,688436504.7,700911176.6,699673794.6,743696676.6,721236727.8,705015370.4,721926790,717591255.7,762224674.6,807676563,838068717.7,867982007.1
"Korea, Rep.",KOR,23618995883,25244550244,26213668656,28622806236,31330336375,33581013459,37605204224,41033630578,46445403832,53199139146,58517673375,64635516638,69257418077,79526599375,87050510310,93895737336,1.06E+11,1.19E+11,1.32E+11,1.43E+11,1.41E+11,1.51E+11,1.64E+11,1.85E+11,2.05E+11,2.21E+11,2.45E+11,2.76E+11,3.09E+11,3.30E+11,3.63E+11,4.00E+11,4.25E+11,4.54E+11,4.96E+11,5.44E+11,5.85E+11,6.20E+11,5.86E+11,6.52E+11,7.10E+11,7.42E+11,7.97E+11,8.21E+11,8.61E+11,8.95E+11,9.41E+11,9.92E+11,1.02E+12,1.03E+12,1.09E+12,1.13E+12,1.16E+12,1.19E+12,1.23E+12,1.27E+12,1.30E+12
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43844942777,58748043615,63704125960,66799057920,67203277041,68865432659,71387322749,70110196790,73401577460,73936694348,76154795185,89344806001,98960267620,1.09E+11,1.17E+11,1.24E+11,1.27E+11,1.18E+11,1.15E+11,1.27E+11,1.35E+11,1.36E+11,1.37E+11,1.40E+11,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1516865496,1593770030,1671627820,1647793878,1614669908,1843801848,1967420993,2051952488,2166038128,2294106358,2481282920,2655748233,2839747068,3034897078,3155309900,3385848708,3582186705,3788213052,4012427673,4255861752,4526436482,4848156050,5266031526,5666082926,6109448405,6567765473,7127792630,7700771123,8318856828,8986424447,9670607354,10373750037,11102274357
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15705124726,9038123663,11436223484,15804941949,16516154373,17671949260,19086261522,20333538335,21377971320,20889102843,21639573796,21541530456,21831062957,22676199965,23450615950,24206305944,25637810945,26338308458,26748258706,29249087894,31918407960,35207296849,38009950249,38763515755,39616313101,39972859919,40692371398,41221372226,41948613209
Liberia,LBR,1426700788,1461512079,1481163659,1514852144,1592896740,1669256806,1797833915,1919112031,2010632021,2157176393,2300913213,2413769101,2513711105,2457002406,2573788653,2484514490,2616460448,2658009436,2786025035,2876983729,2759074461,2700119935,2634427711,2584456495,2529993837,2508657940,2466547655,2441842695,2391982754,1754078045,858956846.8,736768416.5,478268199.5,320557388.3,250796568.1,240097055.8,269199729.3,555304688,723051855.7,880253798.1,1132146638,1165190798,1209034190,844568142.7,866700939.8,912479873.1,985872107.8,1079873957,1157051893,1218376790,1292697100,1398698238,1510516487,1641989954,1653502630,1653502630,1627046588
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46322057226,48026344513,47179698570,46727316323,52809344318,55165501857,61714049045,65725799949,69900911109,71765417108,71198368527,74773444901,28357141373,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,346440150.8,384755435.4,399073567.9,389585806.7,414385850,422328290.6,442334138.7,476265896.2,517490773.3,595913929.6,620198725.9,708693629,773950952,834003957.9,837151489.1,904396985.3,907197923.4,921661348.5,937302366.7,964461965.9,956439358,1017393153,1044585609,1042340296,1002913720,1006043688,1053354134,1133922100,1128376652,1205477847,1217054873,1267894316,1263352430,1241892815,1244853121,1226820320,1227587245,1232151107,1255866917,1264638131
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082366478,,,,,,
Sri Lanka,LKA,,5924493034,6150691336,6305488774,6551808521,6718024859,7055524282,7509831214,7945483595,8558622235,8887840753,9003996423,8967036827,9599876388,9969071395,10579799952,10932647568,11490277126,12139918649,12917305251,13672454341,14451719262,15050236594,15774753625,16579131431,17407989584,18166202737,18479680674,18936624973,19372035059,20611844394,21559986607,22508624131,24061733434,25409170950,26806697009,27825342704,29607667122,30998760577,32331874830,34271798041,33742158886,35079926055,37163768055,39187357999,41633334151,44825899741,47872638203,50721102373,52516077579,56725745039,61493395363,67116707720,69395796205,72838326796,76362509895,79706946035
Lesotho,LSO,219054155.4,223139066.7,257350334.1,284668252.1,308156565.9,314794583.6,313518024.3,347729304,346452720,351814203,359473448.5,377855905.9,377089960.5,476660116.1,528997820.8,457511713.2,508062773.3,618866361.2,732223338.3,753413287,732733755.5,737823603.7,770709909,786017475,829522743.4,851175352.7,891051690.7,897553946,974760817.2,1031250584,1093594572,1169781006,1251155244,1295067862,1372511287,1417679788,1497027826,1552471808,1576343481,1583847272,1645230011,1703826232,1716159136,1794412162,1824780325,1888029452,1967894891,2062535217,2199886720,2247212553,2394097299,2552833666,2703478718,2761672832,2824569237,2983135669,3057714060
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19315603345,20310348887,21994732574,23637117966,23368921087,24264340357,25847450471,27594931858,30503041626,32501016178,35012502276,37605683774,41775008782,42872888581,36521628848,37120517694,39366069029,40875719146,42309159363,43787871322,44566671973,45591189914
Luxembourg,LUX,8504063017,8829767195,8949735271,9257526381,9985707559,9912319238,10021939984,10043660616,10463874563,11507421909,12026066099,12346829650,13161497304,14255570045,14856081311,13879833078,14231594121,14454998303,15044035418,15396909640,15526379547,15440836958,15615518611,16082278503,17077279261,17554026770,19306609311,20069409192,21767940116,23900776308,25172281398,27348221249,27845863938,29015570718,30124232789,30555672135,30979915750,32748781294,34728330983,37673641715,40777874110,41810359657,43407293716,44114523132,45708017660,47158078345,49600152814,53744023972,53056323196,50743806576,53212476812,54563666562,54371319074,56540838910,59722352797,62113789221,64710451836
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12755674976,13056584213,14228298556,15156235360,15553169343,16394107354,17453382034,18693100275,20269059424,21958595917,24307514343,27197529029,29903517586,28824324886,24693152309,23757368290,25273444912,26285714443,26976123668,27547995580,28295132553,28846991087
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,4132259705,4546409761,4931060177,4967135037,5299627959,6057200019,6530349353,6858399558,7405742262,7676747984,8697684293,9148708898,9537802031,9852168668,9810940257,9783484268,9336280399,9116099357,9639984516,9918454002,10805842246,12065085882,15293163874,16525751210,18726051108,21431487901,22158760634,22451535668,28123640999,34218781819,37379685933,41566235637,41066963129,32222224911,31533603814
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,11947014184,13145161284,14445446370,15653398482,16391215216,17308614101,17730466109,18361548509,19389069935,20854538799,23109494480,24509737500,25056957436,26258134655,27214499196,26740032111,29135236266,29539216589,31435157625,33323672524,36413145450,36294801243,40604894539,41760592095,43185385082,46301680542,45330392242,44994679123,49758715929,47069034480,52892827881,52067328270,55836249261,56440024805,57519650790,61730070508,63656943581,67451637211,70687304633,73014076005,78544623311,81318500634,86135221236,89790590993,93216746662,98106615022,1.01E+11,1.06E+11,1.08E+11,1.13E+11,1.14E+11
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350674803,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994597529,3759832629,3821759496,3571732652,3451427608,3524173902,3739148519,4030802096,4296835031,4614800816,4960910882,5199034597,5355005646,5772696091,5426334311,5811604052,6206793144,6163345583,6742700074,7066349660,7038084252,7326645709
Madagascar,MDG,3651568050,3726375269,3811003848,3775584317,3925192557,3907440722,3988111883,4208597265,4495993370,4663299272,4909356187,5102262712,5037330218,4905428818,5003874858,5066858212,4911363508,5027468159,4893646712,5375898482,5419215903,4893617621,4805033641,4848380153,4931029463,4988026107,5085746814,5145661261,5320789571,5537818873,5711154233,5350806993,5414275712,5527789241,5523830888,5618410648,5739145520,5951120435,6185138513,6473311272,6781445103,7189540561,6278353423,6892683533,7255032154,7588974027,7970138368,8467521105,9071129494,8707027002,8729936136,8856903643,9125047118,9330835549,9640232447,9934660186,10351915914
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225915100,1292029145,1480026956,1674797439,1538724511,1844747307,2032394746,2289934843,2168024404,2323401758,2525754692,2588809905,2710478629,2873034880,2954819941,3075709983
Mexico,MEX,1.41E+11,1.48E+11,1.55E+11,1.67E+11,1.87E+11,2.00E+11,2.13E+11,2.25E+11,2.46E+11,2.55E+11,2.71E+11,2.81E+11,3.05E+11,3.29E+11,3.48E+11,3.67E+11,3.84E+11,3.97E+11,4.32E+11,4.74E+11,5.18E+11,5.63E+11,5.60E+11,5.36E+11,5.56E+11,5.70E+11,5.49E+11,5.59E+11,5.66E+11,5.90E+11,6.20E+11,6.46E+11,6.69E+11,6.96E+11,7.29E+11,6.87E+11,7.28E+11,7.78E+11,8.15E+11,8.37E+11,8.81E+11,8.76E+11,8.77E+11,8.89E+11,9.27E+11,9.55E+11,1.00E+12,1.03E+12,1.05E+12,1.00E+12,1.05E+12,1.09E+12,1.14E+12,1.15E+12,1.18E+12,1.21E+12,1.24E+12
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,71126635.7,74562925.91,86126147.16,89455806.3,83858294.71,104439216.1,114218647.2,123115191,121032563.6,124271693.3,124380914.1,133262707.6,141266793.3,149570054.1,161854583.3,145178813.4,135821064.9,131958025.2,128794787.1,136381694.3,143696337.6,147455223.4,147706093.5,147624234.2,151684209.2,154601869.3,160097472.6,157478430.9,154786418.7,164751300,167514136.8,173711800,177809833.3,176121189.1,177238619.6,182410057.3
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693306832,7218570743,6744657233,6240880484,6131155435,6062809746,6134660342,6222998306,6433256966,6712397783,7017753872,6802502120,6904133453,7057558641,7387459163,7736396749,8133817397,8660358997,9134228880,9101472088,9407168702,9627286317,9583368138,9863707082,10221724269,10614404462,10869778362
Mali,MLI,,,,,,,,1944068679,2016162720,2020820045,2144836859,2199937632,2328502349,2294619943,2259539195,2522211736,2865823702,3047764738,3003161422,3315360390,3171943208,3219801624,2982230717,3036533374,3027818184,3642060606,3740127490,3734922568,4010922927,4178474745,4073912797,4552402158,4405875697,4545637484,4717459583,4760908442,5096827925,5342954986,5747505780,6075167846,6071472020,7005036096,7222634110,7881269148,8004216841,8527273414,8924830837,9236630227,9677529939,10130347923,10678749467,11024767958,10932581179,11184422458,11972181171,12686032241,13364667037
Malta,MLT,,,,,,,,,,,1132760927,1160558808,1228316026,1279243709,1407633775,1682968079,1969360265,2209310464,2455895099,2713537483,2904834040,3001035232,3069592450,3050794570,3079544371,3159159205,3281898543,3416801457,3704299205,4007277748,4259391258,4525879735,4738185695,4950491921,5230249404,5561977616,5772072185,6075508874,6386915232,6688376026,7141192053,7184635762,7398940397,7587152318,7620794702,7909139073,8053774834,8374834437,8655099338,8441986755,8741059603,8863100959,9091901001,9502045873,10291251009,11055576678,11612938840
Myanmar,MMR,3333228175,3348946382,3485813552,3951145084,3718263848,4115844769,3916153089,3684110880,4128390344,4264286267,4476619177,4661501868,4775048659,4728820233,4981451576,5188316773,5503786990,5831388166,6211467377,6534543031,7053290218,7501580035,7921959310,8269819885,8677747608,8925150213,8830780249,8477051708,7514699543,7792390042,8011896470,7959769717,8728758488,9255924021,9948078165,10639275753,11324734005,11964760743,12666639111,14053019226,15984737490,17798045642,19938352012,22698616845,25777607411,29275358078,33103433579,37073010379,40874960812,45187272895,49540813342,52310879191,56146663570,60877582017,65742457738,70537733541,75122686222
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961679177,3106801545,2814762276,2902019834,2933942082,2989686948,3064429074,3199264063,3333409014,3618956923,4004661781,4281888399,4039665505,4139192053,4272823969,4156442163,4303954881,4380724910,4529794704,4643039483
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2497286688,2705613742,2863460275,3033361384,3206653445,3507277029,3628581413,3813928347,3973281738,3846754164,3512334870,3187216797,3086220541,3152092298,3353083159,3428027714,3561608135,3680563589,3793570473,3837047148,3950344043,4137312976,4427116631,4897515746,5252765153,5702204073,6286566880,6846094463,6759244981,7189481853,8432599153,9471480167,10574804920,11408652169,11677573630,11791507139
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456241935,1462189826,1416589330,1237161290,1151908189,1074585608,955627791.6,788095533.5,799000000,737538461.5,741503722.1,758356079.4,780165012.4,806930521.1,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,2256863838,2369707097,2206197320,1859824296,1738935719,1756325019,1715929614,1968171274,2129561224,2267982800,2290662466,2402904907,2277201007,2476846449,2629392016,2688219667,3409880891,3779581256,4227816688,4558557689,4635073216,5224699296,5684162360,6053667398,6526530624,7095687684,7794687813,8373526085,8949306941,9517718743,10154238250,10876976985,11659922001,12492636703,13422568270,14307639106,14858345267
Mauritania,MRT,678884139.6,784314258,790013151.1,774341126.3,988763047.6,1148332896,1150985108,1192042277,1313588184,1329988754,1489400290,1516848246,1505731146,1436697033,1611436905,1528699700,1659343981,1628171649,1619954042,1697550486,1754778481,1815323400,1772846210,1839068079,1779723845,1833022312,1937753496,1974578257,2008548861,2104508999,2067231735,2104195640,2143630915,2269540019,2200075479,2416118501,2556708247,2453297155,2521444964,2715919612,2704230124,2758552616,2776897105,2942907050,3112048382,3391181144,4031066483,4144655357,4189416274,4145759133,4343665120,4547994017,4811553826,5104589903,5389402735,5464854373,5574151461
Mauritius,MUS,,,,,,,,,,,,,,,,,2124319854,2263412225,2350119158,2432761704,2187995260,2316700863,2444051668,2453431824,2568703514,2747343370,3014990477,3283054481,3506018094,3662567012,3925786063,4099912193,4366927117,4588857101,4778658789,4983555093,5262028370,5561305047,5898911194,6052918760,6599292378,6769129806,6912182726,7164951322,7576632769,7670688144,8325631105,8802441343,9276625562,9584152842,10003670690,10411574172,10775575125,11137678209,11554736860,11955531873,12397886552
Malawi,MWI,872754761.6,939429715.6,945708532.6,932552984.4,957369182.3,1087729294,1231842943,1321540202,1296125938,1372368730,1378946466,1602591776,1702454863,1741622588,1866600791,1980217492,2079183441,2181438334,2394020984,2499265827,2509431501,2376679583,2436178659,2526773055,2662215775,2783905186,2777925288,2823073218,2912770477,2951938202,3119971218,3392351938,3143591512,3448263380,3095154944,3612937768,3877284918,4024327812,4181085587,4308285838,4376187776,4158474016,4229168075,4470469157,4712790834,4866839045,5095580480,5584756206,6011416880,6512054307,6959697194,7297524731,7435141417,7821768770,8267609590,8499102659,8711580226
Malaysia,MYS,11490474652,12363520226,13157385520,14122980193,14879825463,16023319735,17275816336,17942169880,19373595231,20320679954,21537185309,22776313247,24913167489,27831546366,30144243706,30385901059,33899676912,36529096644,38959024836,42601343578,45772687157,48950205303,51858301170,55099575393,59376363292,58710012946,59386651051,62586786998,68806489274,75039312067,81800090901,89608289839,97570090280,1.07E+11,1.17E+11,1.29E+11,1.41E+11,1.52E+11,1.41E+11,1.49E+11,1.63E+11,1.63E+11,1.72E+11,1.82E+11,1.94E+11,2.05E+11,2.16E+11,2.37E+11,2.45E+11,2.38E+11,2.55E+11,2.69E+11,2.83E+11,2.97E+11,3.14E+11,3.30E+11,3.44E+11
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,4412911487,4455780709,4438042655,4357117141,4346795502,4366972081,4575157421,4737747945,4776272888,4865048285,4964658201,5370052951,5756124453,5665204215,5763205418,5987913615,6179007353,6439767659,6651738121,6875853710,7115971119,7199793620,7544567351,7864441489,8829372914,9052690942,9693003647,10334398854,10608240991,10639638311,11282192605,11856607187,12456750940,13161100583,14011151013,14753072613,14930109484
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,2074788352,2169116385,2392073644,2617603833,2621033938,2802403243,2791684130,2795114235,2805833349,2651906852,2732943262,2888155873,2738945876,2272021789,2471397109,2402366208,2418659137,2606457888,2957615854,3168996543,3098250448,3117116167,3167710148,3017214037,2509557065,2703358710,2875293049,2877436759,3075954624,3104681860,3064806712,3141555702,2936837965,2979405607,3098717743,3179462762,3288171553,3378726668,3730866431,3709646817,3657358998,3917190239,4034671555,4248509147,4252757656,4444131751,4701891392,4849839715,5314826498,5276949262,5718589799,5850769296,6541959480,6886614682,7372107103,7637893798,8019787872
Nigeria,NGA,58676864791,58789404371,61201529275,66451775245,69741462842,73148317149,70039137550,59012436136,58275748343,72376954918,90476435133,1.03E+11,1.07E+11,1.13E+11,1.25E+11,1.19E+11,1.29E+11,1.37E+11,1.29E+11,1.38E+11,1.44E+11,1.25E+11,1.24E+11,1.17E+11,1.15E+11,1.25E+11,1.14E+11,1.01E+11,1.09E+11,1.16E+11,1.31E+11,1.30E+11,1.31E+11,1.33E+11,1.35E+11,1.34E+11,1.41E+11,1.45E+11,1.49E+11,1.50E+11,1.57E+11,1.64E+11,1.71E+11,1.88E+11,2.52E+11,2.61E+11,2.82E+11,3.01E+11,3.20E+11,3.42E+11,3.69E+11,3.87E+11,4.04E+11,4.25E+11,4.52E+11,4.64E+11,4.57E+11
Nicaragua,NIC,2711155752,2911787023,3252330677,3575715711,3973018342,4330743396,4473707142,4785502780,4849770171,5152284474,5222037471,5394613094,5514412502,5868273123,6701123390,6690854127,7039411128,7628502878,7030519766,5168923281,5407300184,5697309385,5650798720,5911482024,5818902664,5581383699,5524603771,5485580570,4802635551,4721105399,4716711711,4707716356,4725863055,4707378386,4864492405,5152076711,5478938280,5696268639,5907695985,6323359731,6582718031,6777622012,6828721144,7000854966,7372752320,7688482941,7981019308,8386163942,8674288797,8388673512,8758622329,9311876958,9916789194,10405398732,10903344941,11432480383,11970056313
Netherlands,NLD,1.88E+11,1.88E+11,2.01E+11,2.09E+11,2.26E+11,2.45E+11,2.52E+11,2.65E+11,2.82E+11,3.01E+11,3.18E+11,3.31E+11,3.43E+11,3.62E+11,3.74E+11,3.74E+11,3.91E+11,4.01E+11,4.12E+11,4.20E+11,4.26E+11,4.22E+11,4.17E+11,4.26E+11,4.39E+11,4.50E+11,4.63E+11,4.71E+11,4.88E+11,5.09E+11,5.31E+11,5.43E+11,5.53E+11,5.60E+11,5.76E+11,5.94E+11,6.15E+11,6.42E+11,6.71E+11,7.05E+11,7.35E+11,7.50E+11,7.51E+11,7.53E+11,7.69E+11,7.85E+11,8.13E+11,8.43E+11,8.57E+11,8.25E+11,8.36E+11,8.50E+11,8.41E+11,8.40E+11,8.52E+11,8.68E+11,8.87E+11
Norway,NOR,83002222826,88209230745,90691390105,94124098294,98839387113,1.04E+11,1.08E+11,1.15E+11,1.17E+11,1.23E+11,1.25E+11,1.32E+11,1.39E+11,1.46E+11,1.51E+11,1.59E+11,1.68E+11,1.75E+11,1.82E+11,1.90E+11,1.98E+11,2.02E+11,2.02E+11,2.10E+11,2.23E+11,2.35E+11,2.45E+11,2.49E+11,2.48E+11,2.51E+11,2.56E+11,2.64E+11,2.73E+11,2.81E+11,2.95E+11,3.07E+11,3.23E+11,3.40E+11,3.49E+11,3.56E+11,3.67E+11,3.75E+11,3.80E+11,3.84E+11,3.99E+11,4.09E+11,4.19E+11,4.31E+11,4.33E+11,4.26E+11,4.29E+11,4.33E+11,4.45E+11,4.49E+11,4.58E+11,4.65E+11,4.70E+11
Nepal,NPL,2687564645,2738850526,2791171336,2844067149,3058295044,3021497974,3234230864,3183405007,3204908381,3347956954,3434200062,3393148208,3498939795,3482266078,3702818547,3756749014,3921990979,4040316405,4218322297,4318249197,4218091976,4569964118,4742680183,4601471346,5046945769,5357075804,5601661165,5696643954,6135103743,6400732135,6697408396,7123909436,7416446124,7701968177,8334762091,8623849303,9083352501,9541935774,9829757721,10263502983,10899840167,11423006623,11436744719,11887928617,12444593149,12877563075,13310843466,13764950914,14605251496,15267319043,16002656434,16550239852,17341538638,18057549556,19139013429,19660603639,19770823879
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29694454.47,39915075.06,43371600.16,49248810.57,55003298.71,60551234.79,81268829.18,110951536.1,114067267.4,125930263.2
New Zealand,NZL,,,,,,,,,,,,,,,,,,67104461026,67317771866,68793109734,69676082663,72920339511,73598177363,76168312583,79819123508,81107907269,83302704614,84086826299,83782839761,83912164106,84038515472,83123583025,84045947918,89421826392,94012840008,98464867172,1.02E+11,1.04E+11,1.05E+11,1.11E+11,1.14E+11,1.18E+11,1.23E+11,1.29E+11,1.34E+11,1.38E+11,1.42E+11,1.46E+11,1.45E+11,1.44E+11,1.47E+11,1.50E+11,1.53E+11,1.57E+11,1.62E+11,1.66E+11,1.73E+11
Oman,OMN,,,,,,1469060078,1545516775,2568943823,4672595319,5871871521,6687773732,6747844993,7410835891,6354639272,7085346944,8816545384,10627474642,10734516515,10338033810,10785850715,11436824707,13386469181,14935261899,17424472822,20336379974,23184936801,23649136281,22835420546,24197331339,27042178153,27006908192,28647328999,31057681925,32934485306,34210951625,35920411183,37014525358,39247801300,40284860858,40234582575,42407802341,44308712614,43821066320,42651495449,43202600780,44278543563,46657217165,48734720416,52730819246,55953966190,58641621958,57992510294,63404125035,66176989896,67858918769,71694781740,
Pakistan,PAK,13684036857,14503347548,15153512115,16470175251,17716927569,19562919065,20695602650,21813291974,23391095573,24679453641,27481425962,27610141417,27834724076,29801042429,30856056463,32155533248,33813533506,35148389789,37977319758,39404672852,43430137607,46870136126,49934265088,53318998497,56019715397,60272796444,63588796958,67691764263,72853449999,76466812750,79876151981,83919137534,90385860526,91974615908,95412089508,1.00E+11,1.05E+11,1.06E+11,1.09E+11,1.13E+11,1.18E+11,1.20E+11,1.24E+11,1.30E+11,1.39E+11,1.50E+11,1.59E+11,1.67E+11,1.70E+11,1.75E+11,1.77E+11,1.82E+11,1.89E+11,1.97E+11,2.06E+11,2.16E+11,2.28E+11
Panama,PAN,2401092802,2663450484,2883044967,3129222087,3267913290,3567255332,3837703295,4165939417,4456613200,4832813264,5169139666,5666211248,5925883086,6243765838,6396633178,6507993409,6616316444,6688700659,7343701297,7675251131,8679517963,9478624643,9985584753,9537095760,9795500868,10279617408,10646372388,10453773605,9055075027,9196537666,9941364608,10877742311,11769899988,12412035550,12765796830,12989412573,13519342039,14392825417,15449474908,16054662758,16490606815,16585307929,16955019241,17668061857,18997067621,20363199727,22125118619,24776589614,26910261836,27340384376,28917200000,32331762130,35315968353,37655354233,39934758615,42241946753,44304199791
Peru,PER,27007516808,28991785084,31901195760,33281959208,35461217848,37454752994,40540620296,42102473804,42166569647,43648496412,45117681232,47188826404,48829834416,51894851263,56766135283,59207569086,60064368328,60274031234,58681288164,61081793296,64712089139,68304931387,68152800291,61059398363,63262596415,64566522075,70652538144,77524307460,70205025606,61561353755,58494020190,59792154058,59468972009,62587273353,70290744142,75500268872,77613501072,82640391264,82316823096,83547386045,85798462918,86328605036,91036560494,94828254301,99530031846,1.06E+11,1.14E+11,1.23E+11,1.35E+11,1.36E+11,1.48E+11,1.57E+11,1.66E+11,1.76E+11,1.80E+11,1.86E+11,1.93E+11
Philippines,PHL,27831927978,29395130289,30798195675,32972698407,34109261434,35905390492,37494560983,39490827722,41443814257,43373586857,45006431015,47449664247,50034148338,54497518002,56436602408,59577171574,64823912977,68455384609,71995967806,76056306941,79972378719,82710048510,85703596129,87310209855,80915887222,75003679857,77566392693,80910772290,86374308179,91734102726,94520036506,93973394382,94290651409,96286131234,1.01E+11,1.05E+11,1.11E+11,1.17E+11,1.16E+11,1.20E+11,1.25E+11,1.29E+11,1.34E+11,1.40E+11,1.50E+11,1.57E+11,1.65E+11,1.76E+11,1.83E+11,1.85E+11,2.00E+11,2.07E+11,2.21E+11,2.36E+11,2.51E+11,2.66E+11,2.84E+11
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180002422.8,168482266.9,147758872,158545262.2,175826764.8,194112768.7,198577365.5,202548813.6,191611279.4,189095558.2,197259543.8,210277791.1,196928571.4,210608763.5,213256542.6,207409363.7,207299039.6,195715006,177952821.1,183800000,193067226.9,199245378.2,194391116.4,202665426.2,221641176.5,221751500.6
Papua New Guinea,PNG,1553924785,1649974612,1755145632,1826624320,1983171167,2186813491,2313949535,2408137959,2513122907,2721045074,3016082706,3205950920,3386880471,3608018867,3702207376,3669632239,3545288636,3574885259,3880532920,3951639631,3860615541,3850005428,3863593802,3988123730,3973976800,4132943437,4326904831,4446781505,4576149073,4511186981,4375302396,4793008048,5456795802,6450057390,6833326840,6606976382,7117939841,6840027737,6582219339,6704355963,6537092893,6529164134,6518789269,6659862552,6841089094,7275142244,7442067921,7974306939,8501485047,9023602246,9716103409,10752746441,11622379449,12265958484,13312723336,,
