,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
119,Kyrgyz Republic,KGZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,3787773945.56479,3912769287.8791103,4429256009.91502,4552821220.90936,4812459356.30362,4434630008.432139,3818717157.80784,3228369274.14683,2579946186.09508,2440014495.994,2612877381.9790897,2871948567.00573,2932886588.1392198,3040106750.30941,3205083428.31668,3375644644.5214896,3375058863.31317,3612335496.27933,3866169244.16652,3859382252.5102897,3979134973.9144,4319067496.68377,4681938960.69465,4817073516.7967205,4794357795.07139,5079922899.938829,5075444938.11057,5629453576.20745,5855984962.71161,6082952725.52086,6315715825.06853,,,Europe & Central Asia,Lower middle income,,Kyrgyz Republic
120,Cambodia,KHM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150993337.25348,3437716857.62423,3659205613.1517205,3857254239.4978204,4074023940.3332205,4278093133.7427397,4787603669.83675,5207355456.3515,5631670884.45494,6002175104.91508,6512713850.494639,7186162900.37177,8138335730.44382,9014922681.32142,9935578323.3068,10600425244.3611,10609615490.7295,11242275198.9706,12037055707.696999,12917367180.2381,13876856309.7541,14858161721.706999,15903594933.6843,16998172323.7116,,,East Asia & Pacific,Lower middle income,,Cambodia
121,Kiribati,KIR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,123060442.340578,120242283.951673,134766622.199139,162946165.112038,236765264.832735,249418994.72554502,182653938.27081499,174228788.708832,176074905.349645,155676637.73217198,129977955.04385,125681163.141573,134274746.946126,133200548.970557,139645736.823971,129977955.04385,128903757.06828101,117087579.337021,127829559.09271201,123532767.190436,122458569.214867,122458569.214867,123532767.190436,124606965.166005,126755361.11714299,126755361.11714299,128903757.06828101,131052153.019419,139645736.823971,137497340.872833,146090924.677385,143942528.72624698,149394298.291854,152391632.90308502,149908624.282557,157331547.133334,154844134.301106,158254068.35475302,155330423.724646,155780297.836815,153275912.676573,154006796.97915,161996359.26204,171363258.189204,175490863.910328,181627864.364551,187212404.79993898,,,East Asia & Pacific,Lower middle income,"Based on IMF and World Bank data, GDP in current and constant prices have been revised from 2000 onward. Value added components are calculated using shares from the Asian Development Bank.",Kiribati
122,St. Kitts and Nevis,KNA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,177953659.29596,185748644.36988202,199632065.301432,216161690.238442,218597309.400145,219634075.587904,222370454.463487,241543631.203894,262350646.020977,290116753.42812204,308537316.82942796,337876220.86270297,356952408.613843,374410304.27270496,366366624.25154305,382037139.735869,408800265.929218,430520454.31795096,455287533.23911506,482086484.561862,515332775.885946,511893889.88868797,529239413.786319,585837985.403676,617846864.823441,633800729.1446049,610887562.074941,632920302.2935691,688436504.714371,700911176.629533,699673794.613523,743696676.570117,721236727.821508,705015370.37037,721926789.995044,717591255.685141,762224674.5565059,807676562.984337,838068717.661267,867982007.0550469,,,Latin America & Caribbean,High income,,St. Kitts and Nevis
123,"Korea, Rep.",KOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,23618995883.4352,25244550244.321,26213668655.8927,28622806236.0031,31330336374.9836,33581013458.6323,37605204223.6525,41033630578.3172,46445403832.4967,53199139145.7717,58517673375.3668,64635516637.9628,69257418077.4197,79526599374.9464,87050510310.442,93895737335.6595,106210312431.61,119250454777.04,132099084736.878,143493466175.228,141052245512.996,151180517291.042,163675619193.105,185349648504.707,204705547544.63602,220569502820.353,245326414436.608,275911911222.678,308758447867.37,330463271401.768,362885781978.632,400458799319.41296,425189155243.53796,454300767866.055,496124339459.596,543606435992.56396,584890676184.042,619528986792.219,585633197556.184,651860239208.83,710035024103.399,742166287073.087,797327303663.042,820714650870.499,860928359316.68,894708410715.351,941019894278.935,992431541242.2009,1020509644387.28,1027729851625.48,1094499338702.72,1134795395744.69,1160809420956.16,1194428840692.66,1234340056450.31,1268781059130.96,1304658664205.44,,,East Asia & Pacific,High income,The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,"Korea, Rep."
124,Kuwait,KWT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43844942777.3901,58748043614.7941,63704125959.5255,66799057920.4466,67203277041.1724,68865432658.7579,71387322749.4766,70110196789.9512,73401577459.8744,73936694347.5227,76154795184.9267,89344806001.3957,98960267620.3768,108931455687.369,117123372644.801,124141008374.04,127219511514.306,118217328332.17,115419050942.08,126532100488.486,134916608513.608,136466852756.455,137149337055.129,139682484298.674,,,,Middle East & North Africa,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Kuwait
126,Lao PDR,LAO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,1516865496.45382,1593770030.2616,1671627820.11006,1647793877.99982,1614669908.1624699,1843801847.59471,1967420993.3119898,2051952488.37438,2166038128.1924,2294106357.55118,2481282920.37595,2655748233.09572,2839747068.00772,3034897078.44678,3155309900.49389,3385848708.10117,3582186704.57651,3788213052.1607103,4012427672.83885,4255861752.1884,4526436482.44847,4848156050.12592,5266031526.291921,5666082925.927879,6109448405.327729,6567765473.10106,7127792629.582941,7700771122.881929,8318856827.90035,8986424446.64707,9670607353.50735,10373750036.988,11102274356.9121,,,East Asia & Pacific,Lower middle income,,Lao PDR
127,Lebanon,LBN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15705124726.1692,9038123662.88557,11436223483.7148,15804941948.9884,16516154372.5373,17671949259.5025,19086261521.6584,20333538334.9917,21377971319.602,20889102842.8524,21639573796.3516,21541530456.1857,21831062957.0149,22676199965.3731,23450615949.9834,24206305944.2123,25637810945.2736,26338308457.7114,26748258706.4677,29249087893.864,31918407960.198997,35207296849.0879,38009950248.7562,38763515754.5605,39616313101.1609,39972859919.0713,40692371397.6119,41221372225.8043,41948613209.2869,,,Middle East & North Africa,Upper middle income,The new reference year is 2010.,Lebanon
128,Liberia,LBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1426700787.81479,1461512079.03896,1481163659.27636,1514852143.68054,1592896740.23479,1669256805.57371,1797833914.74399,1919112030.6185699,2010632020.9344897,2157176393.1170897,2300913213.27413,2413769101.05254,2513711105.47438,2457002406.38262,2573788653.0065603,2484514490.32084,2616460447.93154,2658009436.03654,2786025034.80171,2876983728.7027698,2759074461.26861,2700119934.54665,2634427710.94385,2584456494.74268,2529993837.27137,2508657939.80888,2466547655.28902,2441842695.39586,2391982754.12254,1754078045.23354,858956846.842433,736768416.462007,478268199.475046,320557388.283499,250796568.13635498,240097055.84384903,269199729.279467,555304687.981094,723051855.693259,880253798.080175,1132146638.2460198,1165190798.01995,1209034189.54096,844568142.71147,866700939.849503,912479873.144222,985872107.763442,1079873956.95073,1157051893.00929,1218376789.68453,1292697100.0,1398698238.23309,1510516487.30938,1641989954.45724,1653502629.68398,1653502629.68398,1627046587.60903,,,Sub-Saharan Africa,Low income,National accounts local currency data have been revised to be reported in U.S. dollars instead of Liberian dollars.,Liberia
129,Libya,LBY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46322057225.7385,48026344512.6129,47179698570.1011,46727316322.5252,52809344317.7121,55165501857.1698,61714049045.1692,65725799949.0192,69900911108.9382,71765417108.4958,71198368527.333,74773444900.5368,28357141373.22,,,,,,,,Middle East & North Africa,Upper middle income,Official statistics for Libya are not available; national accounts data are based on World Bank estimates.,Libya
130,St. Lucia,LCA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,346440150.776337,384755435.437066,399073567.901741,389585806.73974,414385849.973186,422328290.633629,442334138.669021,476265896.24616903,517490773.321384,595913929.550545,620198725.895533,708693628.975571,773950952.007444,834003957.939751,837151489.123652,904396985.3199179,907197923.3713961,921661348.483898,937302366.7255539,964461965.921001,956439358.004326,1017393153.14332,1044585609.14924,1042340295.72901,1002913719.7894,1006043688.12577,1053354133.88976,1133922100.35419,1128376652.2518198,1205477847.0644,1217054872.8051,1267894316.4822,1263352429.6561,1241892814.81481,1244853121.00198,1226820320.23358,1227587245.24826,1232151106.6419802,1255866917.14635,1264638130.9353,,,Latin America & Caribbean,Upper middle income,,St. Lucia
134,Liechtenstein,LIE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082366478.08994,,,,,,,,,Europe & Central Asia,High income,National accounts from 2013 to 2014 are revised according to the SNA 2008.,Liechtenstein
135,Sri Lanka,LKA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,5924493033.6224,6150691336.3611,6305488774.106811,6551808520.800071,6718024859.26175,7055524282.15753,7509831214.041541,7945483594.7622795,8558622235.0959,8887840752.84462,9003996423.28052,8967036826.767021,9599876388.25626,9969071394.64642,10579799952.2396,10932647568.4233,11490277125.8883,12139918649.0897,12917305250.5428,13672454340.664,14451719262.0142,15050236594.1564,15774753624.7009,16579131431.1742,17407989583.8216,18166202737.3756,18479680674.3054,18936624973.3559,19372035058.7496,20611844394.128998,21559986606.7599,22508624131.3587,24061733433.5711,25409170950.2098,26806697009.2292,27825342704.3855,29607667121.8641,30998760577.3696,32331874829.8538,34271798040.9412,33742158886.2994,35079926055.4816,37163768055.402,39187357999.1951,41633334150.8608,44825899741.2981,47872638202.9726,50721102373.424,52516077578.7272,56725745039.336,61493395362.8239,67116707719.9298,69395796204.8212,72838326795.767,76362509894.7946,79706946035.2277,,,South Asia,Lower middle income,Bureau of Census and Statistics revised national accounts from 2010-2015. Value added is in basic prices; prior to 2010 in producer prices.,Sri Lanka
138,Lesotho,LSO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,219054155.36949098,223139066.669921,257350334.056698,284668252.148692,308156565.896533,314794583.644916,313518024.273408,347729303.95524704,346452719.99361604,351814202.960615,359473448.534106,377855905.942829,377089960.483875,476660116.05407,528997820.77971506,457511713.18639296,508062773.31562996,618866361.1916361,732223338.3020151,753413286.9853411,732733755.493582,737823603.662362,770709909.040847,786017474.977326,829522743.363738,851175352.711079,891051690.7241241,897553946.0289029,974760817.235751,1031250583.71774,1093594571.9651,1169781006.4502401,1251155243.544,1295067861.98209,1372511287.47892,1417679788.26087,1497027826.28792,1552471808.31749,1576343481.21502,1583847272.08121,1645230011.35588,1703826232.40245,1716159136.0421698,1794412161.99143,1824780325.1065302,1888029451.6015,1967894891.4456398,2062535216.5426898,2199886720.30928,2247212552.63512,2394097298.8559103,2552833666.2309,2703478718.27071,2761672831.891,2824569237.27471,2983135668.5100102,3057714060.2227697,,,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Lesotho
140,Lithuania,LTU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19315603344.6289,20310348886.6269,21994732573.5165,23637117966.242996,23368921086.7508,24264340357.1111,25847450471.085,27594931858.1505,30503041625.9376,32501016178.3459,35012502275.965,37605683774.4175,41775008781.7614,42872888580.5938,36521628847.8295,37120517693.8622,39366069028.9605,40875719145.8125,42309159363.0442,43787871321.9251,44566671972.7344,45591189914.2972,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Lithuania
141,Luxembourg,LUX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8504063017.13305,8829767195.35142,8949735270.63142,9257526380.66555,9985707558.64394,9912319238.150259,10021939984.2351,10043660616.0983,10463874563.2557,11507421908.8175,12026066098.5417,12346829649.5882,13161497303.9828,14255570044.7156,14856081310.7072,13879833077.9928,14231594121.2261,14454998303.395,15044035418.1097,15396909640.0985,15526379547.476002,15440836958.4821,15615518611.081001,16082278502.7553,17077279261.346,17554026770.2875,19306609310.5888,20069409192.2146,21767940116.2612,23900776308.0084,25172281398.4933,27348221249.0549,27845863937.7581,29015570718.3576,30124232789.131,30555672134.7507,30979915749.8571,32748781294.1936,34728330983.336,37673641715.0206,40777874110.4868,41810359657.136,43407293716.2571,44114523131.6617,45708017660.4699,47158078345.0882,49600152813.8211,53744023972.4248,53056323195.6279,50743806576.0564,53212476812.2957,54563666562.4044,54371319074.1956,56540838909.6478,59722352796.5618,62113789220.6336,64710451836.327,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Luxembourg
142,Latvia,LVA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12755674976.1962,13056584212.6612,14228298555.8516,15156235360.3472,15553169343.1653,16394107353.9773,17453382034.1036,18693100275.4257,20269059424.4328,21958595917.112,24307514342.864,27197529029.0749,29903517585.9357,28824324886.4115,24693152309.4946,23757368290.0955,25273444911.7367,26285714443.4855,26976123668.2955,27547995579.8447,28295132552.9657,28846991086.5562,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia
143,"Macao SAR, China",MAC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,4132259705.0579796,4546409760.64812,4931060177.00721,4967135037.030729,5299627958.72528,6057200019.21908,6530349353.27132,6858399558.2142105,7405742262.01925,7676747983.87077,8697684293.403221,9148708898.032179,9537802031.14294,9852168668.4907,9810940257.03526,9783484267.50997,9336280399.28745,9116099357.074959,9639984516.431221,9918454002.42553,10805842246.403,12065085882.4947,15293163874.2539,16525751209.8357,18726051108.2649,21431487901.3584,22158760633.6059,22451535667.5405,28123640998.7253,34218781819.0036,37379685933.4777,41566235637.2411,41066963128.688995,32222224910.8057,31533603814.2978,,,East Asia & Pacific,High income,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China"
144,St. Martin (French part),MAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income,,St. Martin (French part)
145,Morocco,MAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,11947014184.2009,13145161283.9847,14445446369.6065,15653398481.5429,16391215216.3929,17308614101.4968,17730466108.6526,18361548509.4074,19389069934.5818,20854538798.9137,23109494479.5687,24509737499.8931,25056957435.6219,26258134655.157,27214499196.1996,26740032111.0679,29135236266.2304,29539216588.5393,31435157625.4702,33323672523.7555,36413145449.7067,36294801242.8977,40604894538.531,41760592095.0181,43185385081.897,46301680542.2391,45330392242.2896,44994679123.3821,49758715929.222,47069034480.2997,52892827880.8586,52067328269.9329,55836249260.847,56440024805.3577,57519650790.1246,61730070507.7354,63656943581.251,67451637210.908,70687304633.4949,73014076004.5985,78544623310.6445,81318500633.8362,86135221236.4504,89790590993.4885,93216746661.5977,98106615021.8513,101059586129.684,105643067055.46901,108338137492.341,113222464583.184,114467911703.47,,,Middle East & North Africa,Lower middle income,,Morocco
146,Monaco,MCO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350674803.33858,,,,,,,,,Europe & Central Asia,High income,,Monaco
147,Moldova,MDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994597528.99856,3759832629.01354,3821759496.3072205,3571732651.50415,3451427607.82648,3524173901.5431705,3739148519.4369397,4030802095.9893103,4296835030.54075,4614800815.93701,4960910881.532129,5199034597.33391,5355005645.59355,5772696091.31765,5426334310.879129,5811604051.96737,6206793144.22054,6163345582.70734,6742700073.59761,7066349660.234909,7038084252.442309,7326645709.47634,,,Europe & Central Asia,Lower middle income,Due to data reliability issues estimates prior to 1995 have been deleted. The new base year is 2000.,Moldova
148,Madagascar,MDG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3651568049.64215,3726375268.63735,3811003848.33106,3775584316.6825,3925192556.8432703,3907440721.8503203,3988111883.3203397,4208597265.3940797,4495993370.4132,4663299272.375879,4909356186.804979,5102262712.08589,5037330218.25146,4905428818.09139,5003874857.50605,5066858211.73783,4911363508.33334,5027468159.29592,4893646711.95061,5375898481.85328,5419215903.00879,4893617620.98775,4805033640.52864,4848380152.64701,4931029463.227839,4988026106.75789,5085746813.922811,5145661260.66408,5320789571.26692,5537818872.77088,5711154233.15068,5350806992.567,5414275712.05954,5527789241.141971,5523830887.64384,5618410647.91236,5739145519.7967205,5951120435.23127,6185138512.86326,6473311272.40879,6781445103.030661,7189540561.32302,6278353422.6091,6892683532.63525,7255032154.37267,7588974026.877959,7970138367.75655,8467521105.2625,9071129493.65325,8707027002.4923,8729936135.744871,8856903643.14915,9125047117.674091,9330835548.94675,9640232446.63044,9934660186.46448,10351915914.296,,,Sub-Saharan Africa,Low income,,Madagascar
149,Maldives,MDV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225915100.12917,1292029145.00541,1480026955.54827,1674797438.9962802,1538724510.52075,1844747307.1533601,2032394745.6969,2289934843.24323,2168024403.78079,2323401757.8125,2525754691.5989,2588809904.8105397,2710478628.92842,2873034879.93396,2954819940.53837,3075709982.641,,,South Asia,Upper middle income,,Maldives
151,Mexico,MEX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,140724856109.90802,147761098918.828,154653289290.681,167190856583.44,187095731860.222,200379528814.55,212594944027.87802,225042218294.30603,246248573983.14603,254666877045.988,271226550064.066,281431361365.62396,304589805806.953,328533975525.154,347512815682.393,367475637424.78705,383708668417.92206,396718846887.645,432252725208.694,474173329925.009,517954948317.37,563393067017.3821,559855507245.309,536362309775.50604,555725959502.044,570138068395.884,548735542096.88,558918685412.78,565879671435.121,589636959531.769,619521566776.621,645679320563.9761,669108819488.447,696284178075.869,729200001792.475,687207689775.037,727579538176.222,778240092360.952,814831715122.019,836563384093.725,880871744874.4159,875538133492.772,876693118608.856,889165579491.4309,927361592006.62,955484515365.572,1002728584323.31,1034857241688.87,1049348247989.9,1000025324482.99,1051128603513.77,1093642696896.43,1137587161961.8,1153059224944.45,1179179866970.85,1210185248485.58,1238052250438.14,,,Latin America & Caribbean,Upper middle income,,Mexico
152,Marshall Islands,MHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,71126635.7019105,74562925.9054478,86126147.1572359,89455806.2963933,83858294.70984599,104439216.123201,114218647.17233999,123115191.024221,121032563.60418601,124271693.307481,124380914.14428,133262707.55325301,141266793.309805,149570054.080145,161854583.25001,145178813.446822,135821064.906768,131958025.24810801,128794787.136568,136381694.336069,143696337.63517702,147455223.403075,147706093.53131002,147624234.20311102,151684209.164411,154601869.291354,160097472.56149098,157478430.855997,154786418.72590402,164751300.0,167514136.77581102,173711799.970748,177809833.326727,176121189.110774,177238619.610148,182410057.33437902,,,East Asia & Pacific,Upper middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands
154,"Macedonia, FYR",MKD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693306832.478391,7218570743.08383,6744657232.914061,6240880484.357221,6131155435.15501,6062809746.0277605,6134660341.646621,6222998305.922629,6433256966.43762,6712397782.5365,7017753871.638579,6802502120.44073,6904133452.9802,7057558640.8242,7387459163.25549,7736396749.21033,8133817396.81345,8660358997.01112,9134228879.94995,9101472088.168959,9407168702.4313,9627286317.03306,9583368137.54723,9863707082.21495,10221724268.9544,10614404462.0042,10869778362.0905,,,Europe & Central Asia,Upper middle income,,"Macedonia, FYR"
155,Mali,MLI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,1944068679.30504,2016162720.4351,2020820044.6159801,2144836858.6076,2199937632.21704,2328502348.91457,2294619943.28721,2259539194.64372,2522211736.3010397,2865823701.8849,3047764737.91777,3003161422.32356,3315360389.90145,3171943208.3541303,3219801623.7755103,2982230716.74933,3036533373.70055,3027818184.1563897,3642060605.84473,3740127490.2144,3734922568.3820295,4010922927.4069705,4178474744.8553796,4073912797.44007,4552402157.8637705,4405875697.20066,4545637483.9988,4717459583.09197,4760908442.4543,5096827925.44063,5342954986.49485,5747505780.22185,6075167846.2737,6071472019.626821,7005036095.98509,7222634110.294241,7881269147.980591,8004216841.12223,8527273414.25,8924830836.57373,9236630227.001421,9677529938.79202,10130347922.7255,10678749467.4697,11024767958.1827,10932581178.5301,11184422457.8225,11972181170.8491,12686032241.3252,13364667036.5339,,,Sub-Saharan Africa,Low income,The new base year is 1999.,Mali
156,Malta,MLT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1132760927.15232,1160558807.9470198,1228316026.4900699,1279243708.6092699,1407633774.83444,1682968079.4702,1969360264.90066,2209310463.57616,2455895099.33775,2713537483.4437103,2904834039.7351,3001035231.78808,3069592450.33113,3050794569.53642,3079544370.86093,3159159205.2980103,3281898543.04636,3416801456.95364,3704299205.2980103,4007277748.3443704,4259391258.27815,4525879735.0993395,4738185695.36424,4950491920.5298,5230249403.97351,5561977615.89404,5772072185.43046,6075508874.17219,6386915231.788079,6688376026.49007,7141192052.980129,7184635761.5894,7398940397.35099,7587152317.880791,7620794701.98675,7909139072.84768,8053774834.437091,8374834437.086091,8655099337.74834,8441986754.96689,8741059602.64901,8863100958.84491,9091901001.127659,9502045873.30722,10291251009.071999,11055576677.6862,11612938840.1743,,,Middle East & North Africa,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN. The new reference year is 2010.",Malta
157,Myanmar,MMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3333228175.41667,3348946382.17848,3485813551.9321103,3951145083.59298,3718263847.98626,4115844769.09695,3916153089.1074705,3684110880.30148,4128390344.13357,4264286266.6417203,4476619177.47227,4661501868.32144,4775048659.4245205,4728820233.09859,4981451575.52474,5188316772.84251,5503786990.35485,5831388166.45986,6211467377.0133705,6534543030.89318,7053290217.829229,7501580034.681721,7921959309.785141,8269819885.23305,8677747608.3883,8925150213.44586,8830780248.51819,8477051707.96393,7514699543.35342,7792390041.911691,8011896469.83221,7959769716.698179,8728758488.431591,9255924021.27606,9948078165.29611,10639275753.1782,11324734004.9478,11964760742.6045,12666639111.0121,14053019226.0514,15984737489.9235,17798045642.3967,19938352012.0592,22698616844.6139,25777607411.1668,29275358077.5678,33103433579.0849,37073010378.8498,40874960811.6237,45187272895.3094,49540813342.4834,52310879190.5434,56146663569.5951,60877582017.3893,65742457738.05,70537733541.4101,75122686221.6017,,,East Asia & Pacific,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.,Myanmar
159,Montenegro,MNE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961679176.63906,3106801544.79558,2814762276.3766103,2902019834.2371397,2933942082.368,2989686948.4386897,3064429074.49517,3199264062.6975102,3333409013.81997,3618956923.1583295,4004661781.23098,4281888398.90118,4039665505.12979,4139192052.9801297,4272823969.43073,4156442163.04305,4303954880.64204,4380724909.671639,4529794703.83842,4643039482.93318,,,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
160,Mongolia,MNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,2497286687.5676103,2705613742.23325,2863460274.8518,3033361383.82429,3206653444.90098,3507277029.40157,3628581412.76234,3813928346.64173,3973281738.48036,3846754163.7577,3512334869.85359,3187216797.15362,3086220540.6501603,3152092297.77703,3353083158.53983,3428027713.77905,3561608135.3820705,3680563589.04361,3793570472.83798,3837047147.67625,3950344043.39517,4137312976.22065,4427116631.48395,4897515745.85755,5252765152.97798,5702204073.40645,6286566879.73521,6846094463.21072,6759244981.35425,7189481853.106141,8432599153.1277,9471480167.148409,10574804919.6349,11408652168.5074,11677573630.4833,11791507139.0407,,,East Asia & Pacific,Lower middle income,,Mongolia
161,Northern Mariana Islands,MNP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456241935.48387,1462189826.30273,1416589330.02481,1237161290.32258,1151908188.58561,1074585607.94045,955627791.563275,788095533.498759,799000000.0,737538461.538462,741503722.084367,758356079.404467,780165012.4069481,806930521.0918111,,,,East Asia & Pacific,High income,,Northern Mariana Islands
162,Mozambique,MOZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,2256863838.2270303,2369707096.7025104,2206197320.3143396,1859824296.04982,1738935719.04124,1756325019.20837,1715929613.55749,1968171274.0059302,2129561223.5983398,2267982800.0622897,2290662465.51964,2402904906.60493,2277201007.17869,2476846449.1061,2629392015.76334,2688219667.4643,3409880890.89143,3779581255.9847,4227816687.96006,4558557689.368521,4635073216.24829,5224699295.73394,5684162360.24927,6053667397.64344,6526530624.44069,7095687684.10245,7794687813.46585,8373526084.517329,8949306941.23667,9517718742.50536,10154238250.1818,10876976985.2962,11659922000.9265,12492636703.2019,13422568269.9264,14307639105.973,14858345267.1651,,,Sub-Saharan Africa,Low income,,Mozambique
