,Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,iso
1646,Japan,Gross Domestic Product (GDP),1.6127E+12,1.68848E+12,1.83054E+12,1.97758E+12,1.95335E+12,2.01374E+12,2.09379E+12,2.18571E+12,2.30094E+12,2.42712E+12,2.49551E+12,2.59974E+12,2.68753E+12,2.76979E+12,2.89343E+12,3.07668E+12,3.16378E+12,3.29373E+12,3.52912E+12,3.71864E+12,3.92586E+12,4.05637E+12,4.08959E+12,4.09659E+12,4.13196E+12,4.24527E+12,4.37687E+12,4.42399E+12,4.37405E+12,4.36303E+12,4.4843E+12,4.50252E+12,4.50784E+12,4.57673E+12,4.67763E+12,4.75541E+12,4.82294E+12,4.90272E+12,4.84911E+12,4.58643E+12,4.77871E+12,4.77319E+12,4.84455E+12,4.94146E+12,4.95805E+12,5.01851E+12,JPN
1663,Jordan,Gross Domestic Product (GDP),2555546434,2579233269,2726618028,2546334886,2546334886,2525279921,2881898398,3121061507,3579087859,4323700533,4807314950,5633127081,6028889143,5895148860,6148129523,5981636518,6310869613,6457574515,6551909179,5848919757,5832884570,5926707473,6777425320,7081070351,7434185639,7894088450,8058534410,8325560596,8576334466,8867040244,9243505938,9730629636,10293430071,10721811628,11640370428,12588665685,13607461555,14720024283,15782873919,16649087511,17033911880,17474542380,17937822409,18445234824,19016367103,19469446430,JOR
1680,Kazakhstan,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,50254387281,44749033091,42368810282,38454926710,33621382472,30849760183,31004008984,31531077136,30931986671,31767150311,34880331041,39589175732,43468914954,47511524044,52072630352,57123675497,63235908775,68863904656,71136413509,71990050472,77245324156,82961478144,86943629094,92160246840,96030977207,97183348934,KAZ
1697,Kenya,Gross Domestic Product (GDP),5874246755,6256128953,6570620176,6912496351,7251373612,7224383388,7515278028,8205028206,8942761006,9278639353,9797451444,10166317844,10541182071,10685129934,10874061505,11338893146,12151598791,12871338107,13669049183,14310816740,14913598418,15123522385,15003565832,15057546281,15453402905,16134156342,16802914123,16848335700,17413709819,17780209362,17868690439,18666913150,18773645143,19319067408,20305038187,21505531869,22865937864,24432432644,24489229058,25299055962,27424160684,29100219495,30425720158,32158016477,33872640330,35786173836,KEN
1714,Kiribati,Gross Domestic Product (GDP),109193493.2,106692896.6,119580573.6,144584731.1,210085595.9,221313452.3,162071753,154595983.1,156234072.3,138134363.8,76741778.83,74078192.91,81591789.13,73594815.31,79276024.42,75619339.78,76796436.56,74444265.78,88025369.41,80491547.76,82208652.13,87378168.65,87541179.48,88048339.59,89205157.35,88633273.1,91299309.77,93451852.33,100238382,97473629.84,109208590.4,104010471.1,104315647.1,108676574.4,106845581.5,112136214.8,110363285.1,112793686.4,110709885.2,111030581.2,109245607.5,109766485.3,115460981.7,122137125.5,125078864.1,129706782.1,KIR
1731,Kosovo,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,6315246092,5620066483,4198996517,3160414932,3160414932,3417268442,3716000242,4000772612,3660162523,2825707099,2987258889,3755974336,3799775786,3577062182,3543170981,3679716667,3805069424,4120933946,4418597016,4577543113,4728998501,4935986803,5074671184,5249315664,5313504421,5531107326,XKX
1748,Kuwait,Gross Domestic Product (GDP),50066003391,53592492938,55683016237,52024600462,45265918340,39709794521,42333096816,40704315313,43698025864,49771706421,40110647289,32519815113,28699028598,30977293067,32601000485,31210701010,33884744163,36645046771,32961260569,41495872680,30611964834,18058674432,33012941457,44155950901,47966697755,48626347675,50080536243,51332242858,53209802781,52258751188,54706942067,54825150671,56480071132,66263015222,73048189108,80797945205,86870084791,92075046057,94358363456,87681468651,85602888554,93845132879,1.00064E+11,1.01214E+11,1.01721E+11,1.03599E+11,KWT
1765,Kyrgyzstan,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,3068600249,2824832939,2433937138,2057666807,1644381161,1555192856,1665370531,1830496247,1869336362,1937675363,2043149555,2151878239,2151505435,2302762575,2464572500,2460246796,2536585763,2753283107,2984603384,3070747829,3056267208,3238306866,3235452292,3576278518,3720189347,3849253162,Kyrgyzstan
1782,Lao People's DR,Gross Domestic Product (GDP),425838083,447081842.4,462513905.1,502890264.2,521209295,555981640.6,572416075.2,561000365.1,566582065.5,555260756.8,610808287.4,704456243.8,754358147.2,789700073.8,846300407.4,889207532.9,932646505.8,919348903,900868141.7,1028707066,1097677541,1144839955,1208491428,1279944167,1384375049,1481713980,1584371921,1693251405,1760432985,1889056840,1998599134,2113546822,2238642355,2377657497,2544599636,2716783867,2692194806,3183119986,3430916365,3688301997,3988199340,4308870044,4649202255,5019650073,5399283524,5807529554,Lao People's DR
1799,Latvia,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,17904563564,16040245118,10448801800,8895203095,8952659786,8880082913,9089566062,9905275191,10551274385,10827606817,11413040302,12150472622,13013523836,14110654951,15286854891,16922094924,18934028442,20817849000,20066550408,17190563439,16539101270,17566374550,18268879795,18798385337,19193051775,19718628585,LVA
1816,Lebanon,Gross Domestic Product (GDP),14562116917,15905805262,17839040117,18679968139,19128860803,13332148586,5733667664,10508621416,10188116577,11146830488,11531914046,11595300828,7329525888,8994046835,12994531611,16152190928,15058161952,17577245926,12618899700,7262035670,9188883221,12699101770,13270553344,14199222170,15335606942,16337780518,17176971247,16784170656,17387166039,17308389264,17541025531,18234512804,18849722755,19459961866,20915333945,21489883914,21855409174,23896883830,26107186136,28732322095,31041777148,31326372328,32191949007,33162038041,33762273461,34271599991,LBN
1833,Lesotho,Gross Domestic Product (GDP),286208550.3,259495752.2,309105234.2,389788787.4,413230630.6,379430763.7,442124065.2,520081822.7,622571741.6,554972007.9,539739245.8,545004994.5,564563489.9,573985043.5,600458632,620903140.6,652549457.8,654420807.6,713631426,755029793.2,801468792.7,821696558.3,882853841.4,913113370.8,959780225.6,979205659.9,1036754769,1074101787,1096640010,1129264605,1187300171,1237513519,1244101751,1302464485,1332337650,1368346497,1427287264,1494847412,1580554099,1634044540,1762596119,1833903651,1925504321,2012152016,2084589488,2143476803,LSO
1849,Liberia,Gross Domestic Product (GDP),706661709,742400525,769161474,798857495,825994905,793981242,832143224,839987631,888326142,930728345,872213305,838291543,853001202,823661396,818811184,802272757,792810868,807043457,829863306,853001202,417707327,358287575,232579939,155885794,121961382,116758251,130910767,270042480,350245084,430451218,541077175,660632794,871325600,585251008,555345900,608000000,690080000,762372000,883177000,991760000,1098752000,1162068000,1257076037,1358751305,1368060956,1371876388,LBR
1865,Libya,Gross Domestic Product (GDP),19937505956,18885299090,20608741371,21007854319,25670219225,26704284592,32814479234,35719453261,36899952191,40205490488,40481010884,32712631706,33630566725,32799142679,31145481595,33738896838,29908686443,25511495460,27445017661,29420898968,30515395137,35292620430,34335387821,33043281042,33682598056,32934707308,33637574533,35390990635,34133816041,34389703349,35193884870,35373981508,34931716887,39472876936,41210875056,45451480854,48503809812,50971112594,58429519550,57993287372,60501331574,23433229311,52656611589,25207858180,19157972218,17203859051,LBY
1882,Liechtenstein,Gross Domestic Product (GDP),1101387199,1119771820,1138463321,1157466826,1176787542,1196430764,1253365020,1313008592,1375490408,1440945531,1509515450,1582195824,1557037232,1565423430,1632513005,1747124363,1817009338,1984733277,2096549236,2190725892,2240080093,2280427745,2362712315,2465067351,2634322470,2789103370,2981699420,3197131237,3445268965,3803953281,3926447816,3897663354,3858923731,3784154591,3899161548,4087416053,4453380415,4868067302,4736015709,4238326323,4552103961,4367199901,4414076299,4584645827,4725649635,4793067940,LIE
1899,Lithuania,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,24868860041,23457387354,18470588282,15473391341,13962251890,14421621173,15164328668,16421941128,17648196375,17447952369,18116499827,19298498335,20603221471,22774505311,24266254318,26141406776,28077555522,31190501296,32010211986,27268166905,27715315664,29391913081,30519064105,31589314483,32693366131,33274842555,LTU
1916,Luxembourg,Gross Domestic Product (GDP),9003199596,9243336259,9853229356,10672296476,11121863489,10391004546,10654347121,10821596577,11262573510,11526749440,11623675913,11559635220,11690409046,12039844280,12784742239,13141654635,14453708808,15024771698,16296360670,17893088023,18844988176,20473984930,20846540356,21722230143,22552219416,22875212345,23315158941,24615931641,26248506418,28523734264,31223764516,32655360862,33837720217,34310651399,35824167039,36976446302,38866188647,42129184164,41774022629,39527857517,41810670541,42652039151,42654488346,44443539470,46535146770,48178934464,LUX
1932,Madagascar,Gross Domestic Product (GDP),3225386191,3362471571,3319794047,3247371582,3287462589,3328846855,3226679450,3302981689,3216333383,3531888407,3560340090,3252544615,3193054734,3218919900,3273792146,3311644872,3376523498,3416301832,3532572830,3676662688,3791743312,3552501963,3594640047,3670003826,3667375801,3730169092,3810327256,3950917788,4105817000,4298768093,4502410584,4772037340,4168334176,4576286195,4816861726,5038577053,5291644977,5621878976,6022625574,5773890680,5796096785,5880402400,6058428036,6195057950,6400477037,6595957591,MDG
1949,Malawi,Gross Domestic Product (GDP),1118505163,1279352144,1409514471,1441942628,1549262281,1634906536,1736675173,1812010397,1962680846,2027971374,2218027607,1978276559,2006824644,2091411563,2173355140,2275652445,2321910916,2298913848,2374513406,2470995360,2588888378,2790839646,2569856321,2846614146,2516725163,2743788173,3009179630,3123300333,3160853506,3200044082,3250591017,3094719410,3176886014,3358147676,3540175499,3655893805,3827724159,4195185438,4515684514,4891756529,5228039457,5481811374,5585187346,5875617088,6210527262,6393737816,MWI
1966,Malaysia,Gross Domestic Product (GDP),13102467714,16107075913,17619279874,19680926192,21318115915,21488888539,23973753968,25832453110,27551316696,30127116826,32369851892,34616950255,36685153409,38965703722,41990196309,41538594987,41996741255,44260565593,48154808873,52575556754,57312429572,62783168860,68361527476,75125861898,82046487706,90110906870,99124431160,1.06383E+11,98553886483,1.04603E+11,1.13869E+11,1.14459E+11,1.20629E+11,1.27612E+11,1.36268E+11,1.43534E+11,1.51551E+11,1.61096E+11,1.6888E+11,1.66324E+11,1.78674E+11,1.88132E+11,1.9843E+11,2.07743E+11,2.20234E+11,2.31175E+11,MYS
1982,Maldives,Gross Domestic Product (GDP),78026789.85,82089821.38,84079877.71,85406581.86,90298803.55,83084849.51,83582363.65,92987347.13,106642281.3,118014834.5,139933561.7,156396333.6,151685345,176343762.9,223878062.4,252950379.5,276675088,301206181.8,327477370.5,357780486.4,415925120.7,447756124.9,475767408.5,505051932.3,538580590,576767545.7,627652297.4,699957036.4,765076745.2,824608097.3,860815736.3,888843494.8,938246212.7,1077092833,1218829947,1119806502,1342512411,1479073960,1666530931,1577777180,1690857995,1838113665,1884041601,1972548388,2090851444,2150370198,MDV
1998,Mali,Gross Domestic Product (GDP),1339068974,1373469602,1453735392,1432581858,1410680173,1574672436,1789196968,1902786771,1874939937,2069852640,1980314130,2065687291,2194390549,2080702671,2094860029,2272899536,2639274810,2577068236,2583503399,2776987297,2843912991,2838335850,3113331811,3212091932,3333506888,3364209233,3601580617,3778067747,4083188833,4315968917,4313344032,4945732920,5337929277,6029312016,5658343995,6245031183,7026513013,7609912733,8336344241,9315571900,10328089403,11128504908,12376635590,13244792483,14276393022,15362977528,MLI
2015,Malta,Gross Domestic Product (GDP),915633219.6,938102745.6,992872219,1034038244,1137818362,1360376707,1591873136,1785829605,1985148926,2193406331,2348035222,2425796570,2481212705,2466017959,2489256982,2553611202,2652823957,2761868609,2994258848,3239162406,3442950770,3658358645,3829969899,4001581152,4227714730,4495857314,4665680951,4910954809,5162670863,5406347515,5772367720,5807484135,5980710839,6132846281,6160040090,6393114586,6510026552,6769545421,6996089121,6823825977,7065572514,7194368389,7399499640,7730429023,7997977561,8490249739,MLT
2032,Marshall Islands,Gross Domestic Product (GDP),36475295.03,37317842.54,37721562.56,50517757.22,58258664.8,58293771.24,58504406.84,59926205.57,63296397.64,64647983.47,59996417.43,63858095.63,66943227.55,77324719.7,80314167.28,75288603.19,93766320.95,102546432,110533758.6,108663984.1,111572140,111670181.2,119644275.5,126830427.9,134285202.7,145314311.3,130342680.7,123349040.2,119805110.4,116966361.6,123883170.6,130591447.3,134039990.3,134410777.7,134251307.9,137796159,140392309.9,145638155.8,142886025.9,140431906.1,149116364.6,150995692.3,157045014,160019385.9,158300793.9,159305087.2,MHL
2049,Mauritania,Gross Domestic Product (GDP),883420298.9,889438800.6,890875034,883557083.1,958719962.1,1055836694,1126280520,1121971820,1038054757,1142010695,1150012567,1195835250,1104463452,1131957062,1107804745,1144940823,1211473144,1239482772,1254584273,1300897222,1287384026,1324192359,1353134801,1470442452,1541260674,1504200230,1663005494,1595743823,1640070040,1749472583,1741942743,1776934835,1788751526,1895687624,2004635137,2184444849,2596631095,2669799532,2698632491,2670510536,2797992621,2920696942,3095034040,3271450980,3487693890,3530846062,MRT
2066,Mauritius,Gross Domestic Product (GDP),1051681149,1098707541,1186965155,1327379314,1433877468,1451928003,1773227519,1889331702,1961708335,2030692314,1826379109,1933813175,2040116355,2047946226,2145732613,2293282180,2516694495,2772470277,2960272917,3095274439,3316592264,3453475341,3667854935,3852452052,4015735465,4193106360,4408433167,4664489587,4947772075,5076895167,5493349072,5677258903,5773599254,6110744075,6375355192,6488726809,6804431725,7205249364,7602337132,7834131060,8155346245,8472576526,8745558427,9024469866,9351518952,9678819737,MUS
2083,Mexico,Gross Domestic Product (GDP),2.47188E+11,2.57499E+11,2.79355E+11,3.02846E+11,3.21353E+11,3.39384E+11,3.5377E+11,3.65949E+11,3.96139E+11,4.32405E+11,4.68399E+11,5.0959E+11,5.05987E+11,4.8425E+11,5.01681E+11,5.15589E+11,4.96234E+11,5.05443E+11,5.11738E+11,5.33222E+11,5.60248E+11,5.83903E+11,6.05091E+11,6.16893E+11,6.44131E+11,6.04407E+11,6.35554E+11,6.78594E+11,7.1273E+11,7.39506E+11,7.88247E+11,7.87988E+11,7.94071E+11,8.0511E+11,8.39005E+11,8.6481E+11,9.07845E+11,9.37122E+11,9.50054E+11,9.04986E+11,9.52038E+11,9.89353E+11,1.02931E+12,1.04367E+12,1.06695E+12,1.09325E+12,MEX
2100,Micronesia (FS of),Gross Domestic Product (GDP),80022806.27,81864591.51,82738017.25,110811032.4,127795347.5,127890284.3,128345986.4,131459934.9,138874550.4,141817613.4,131611834.2,144409407.3,140624344,143338389.1,137672941.5,160458744.3,173262304.9,176711758.2,187142496.3,188735654.8,196336735.2,207956437.7,216364139.2,231050459.6,234004562.4,244766389,237182346.9,223072316.8,229146265.5,232875917.1,243309641.2,247331174.8,248575233.5,252935204.9,245584568.3,250644000,250322426,245501877.9,240053494.7,242936431.6,250913509.7,253392182,249171905.5,241587862.3,235755632.1,244473861.8,Micronesia (FS of)
2117,Monaco,Gross Domestic Product (GDP),1724997635,1817211033,1899741105,2019623331,2106292473,2085647389,2175627350,2250716278,2340267909,2423560672,2462051396,2488586022,2551012980,2583061266,2622439245,2665007848,2727668640,2797969446,2930424040,3057992171,3147102360,3179804068,3230670478,3210877685,3286185147,3354704886,3401268324,3480767305,3604550395,3727361001,3871802288,3947474705,3991625509,4024338143,4136473272,4202975924,4447722977,5088449485,5117476247,4510364125,4608616873,4932452958,4982633123,5460817474,5853745914,6169727765,MCO
2133,Mongolia,Gross Domestic Product (GDP),728356606,762492209.7,790008635.8,860369568.1,896677250.3,955066015.2,992351647.5,1069609701,1150038372,1199079993,1276338047,1383246492,1498485205,1585280715,1679032069,1774387353,1941646817,2010418787,2113048510,2201381392,2145985759,1947550740,1762578408,1709646152,1748969666,1859364941,1903114187,1979207551,2049121211,2115014941,2137355071,2200464908,2304615379,2466045723,2728066989,2925958656,3176310375,3501816673,3813488834,3765107833,4004771289,4697227371,5275917316,5890504502,6354984064,6500859140,MNG
2150,Montenegro,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,2636160551,2351323573,1798671750,1141617527,1158639657,1324321723,1689730117,1800941366,1883782400,1727178803,1977971519,1999726071,2037799475,2088391198,2180828557,2272000343,2466624416,2729519305,2918474825,2753380037,2821213068,2912269105,2832945943,2933485828,2985809914,3119028873,MNE
2166,Montserrat,Gross Domestic Product (GDP),55786649.82,57089781.9,58072701.38,59674123.76,62002131.31,64905986.13,64076516.75,63247047.38,68368516.82,75077439.79,81597232.56,84934553.47,89381693.37,84079451.5,86788666.73,91916839.03,94343279.74,97761207.35,106736864.5,110148016.9,117689465.1,109451561,109663670,106864700.5,113148092.4,103161418.9,76126046.39,59292459.17,48956584.68,45304046.19,44158704.52,44019402.61,45032823.99,45252224.49,47390508.76,48874074.07,48525819.31,50096448.31,52328761.37,52088465.58,50618830.46,53383973.31,55348130.2,58151581.08,59297339.27,59548082.7,MSR
2183,Morocco,Gross Domestic Product (GDP),15937106397,16587768622,17238430847,17856148149,18852732063,20277599974,22468437339,23827415404,24362770399,25532315158,26611261379,25874953027,28364034433,28205997518,29427191859,31287717354,33823491484,32983022438,36459834561,37364955072,38816021288,41513424082,39839669486,39436280261,43521103495,40657654189,45624898086,44608433385,48032087636,48286377732,49055370974,52760009038,54509549886,57952900191,60735721039,62544742028,67398121540,69221792356,73321991336,76433567186,79350048182,83512570614,86026247549,90091276005,92268855284,96328684916,MAR
2199,Mozambique,Gross Domestic Product (GDP),1789372814,1923289573,2017161090,2110194651,2242284708,2288996976,2417588730,2413238468,2439150475,2514150753,2620447280,2654042758,2553256325,2217301545,2284492501,2082919633,2116515111,2217301545,2318087979,2468763803,2493451264,2615630355,2478798084,2696117826,2862168015,2926203590,3711752361,4114181729,4602098746,4962119738,5045409064,5687233828,6187372444,6589589192,7104314268,7723857919,8484739445,9114799614,9741574779,10360306620,11053164191,11839899146,12692164033,13598550868,14610847438,15577032556,MOZ
2216,Myanmar,Gross Domestic Product (GDP),1932989053,1995508882,2004356336,2034098145,2095521947,2181169804,2301417561,2422124029,2572777758,2694073997,2907046864,3090203529,3257764027,3399571191,3567262750,3668965485,3630171658,3484760338,3089155047,3203308504,3293543469,3272115122,3588232386,3804940469,4089472219,4373610788,4655390273,4918493676,5162134635,5727136963,6514385232,7253382985,8125639908,9250553095,10505359458,11930828613,13490916006,15108670982,16658111021,18415542968,20286121379,21420416281,22991104815,24928335543,26920419497,28884003468,MMR
2233,Namibia,Gross Domestic Product (GDP),2466072911,2595410236,2646773862,2751048213,2947220136,3013435895,3057682875,3058920552,3146486253,3265922156,3483134600,3523469741,3483134600,3395958650,3379043914,3386200148,3570961117,3718639779,3727747714,3807767429,3820778765,4103775319,4440118350,4355544667,4674205691,4866474722,5021975174,5233777513,5406130230,5588441104,5783391178,5851516562,6131725868,6220509412,6945685589,7121360217,7625066509,8034840951,8247749132,8272160073,8771746325,9218335219,9684919625,10232559381,10893460907,11470293885,NAM
2250,Nauru,Gross Domestic Product (GDP),159216805.7,163831525.5,168579997.7,173466099.7,178493819.1,183667261.6,178493819.1,173466099.7,168579997.7,163831525.5,159216805.7,154732070.8,150373659.7,146138013.9,142021675.5,138021284,134133573.7,130355369.6,126683588.6,123115231.9,119647387.3,96921881.2,81162075.82,68080851.64,65448780.72,60262952.94,53116105.6,48360232.99,42659555.05,39857581.43,37124848.88,34614821.23,31163275.26,31251984.67,29903511.83,26293013.48,21095735.59,21172391.61,41409579.82,33889624.66,40700982.34,46492565.89,55903570.54,70661349.17,79537671.98,94416085.72,NRU
2267,Nepal,Gross Domestic Product (GDP),2189963742,2163823135,2231238385,2220575769,2361253509,2395649044,2501039676,2576504572,2689991055,2753745881,2689846486,2914217213,3024378614,2934312272,3218389899,3416159973,3572129928,3632699360,3912374680,4081690441,4270878256,4542780744,4729402057,4911330339,5315004340,5499352466,5792891134,6097620351,6277045517,6558490361,6959568709,7351288145,7360095991,7650471864,8008696458,8258829299,8565755265,8858428838,9399203952,9825277266,10298669860,10650900456,11160140484,11620932917,12316904691,12652573869,NPL
2284,Netherlands,Gross Domestic Product (GDP),2.70527E+11,2.82243E+11,2.89317E+11,3.06052E+11,3.19077E+11,3.1947E+11,3.34765E+11,3.41197E+11,3.49149E+11,3.56209E+11,3.67789E+11,3.64907E+11,3.6038E+11,3.67839E+11,3.79101E+11,3.88883E+11,3.99721E+11,4.0744E+11,4.21461E+11,4.40091E+11,4.58501E+11,4.69684E+11,4.77697E+11,4.83704E+11,4.98027E+11,5.13546E+11,5.31862E+11,5.54732E+11,5.79836E+11,6.09127E+11,6.34947E+11,6.48435E+11,6.49107E+11,6.5095E+11,6.64168E+11,6.78517E+11,7.02391E+11,7.28369E+11,7.40745E+11,7.12836E+11,7.22835E+11,7.3486E+11,7.27093E+11,7.25709E+11,7.36012E+11,7.50376E+11,NLD
2301,New Caledonia,Gross Domestic Product (GDP),2315080294,2477117756,2561302592,2274454410,2563335485,2729938752,2792727294,2845784205,3124671262,2699715812,2688917096,2500692916,2560709358,2509495234,2554666129,2669626117,2642929763,2793576832,3760154434,4173771402,4324027225,4535905776,4559492252,4583648198,4702373253,4981695687,5004107295,5104547350,4941187771,5158600033,5287565034,5393316335,5528149243,5793500407,6019446923,6236147012,6591607392,6871111374,6911801769,7073057766,7563807344,7767666755,7888868508,8035630280,8282922706,8550156980,NCL
2318,New Zealand,Gross Domestic Product (GDP),47916439014,49730295781,52276043312,56353720319,59731246788,58696890967,59242074867,56910106677,57091120072,58342446116,59091728042,61842248647,62417454974,64597184213,67693333181,68786351344,70647572693,67717300111,69073954507,69424628540,69884415176,68734002522,69599334847,74146113807,78016142339,81616858261,84333951305,86869400246,87783927849,92299171374,94331945487,97933292117,1.02889E+11,1.07535E+11,1.11023E+11,1.14721E+11,1.1769E+11,1.22088E+11,1.202E+11,1.22516E+11,1.23686E+11,1.27013E+11,1.30489E+11,1.3255E+11,1.36772E+11,1.4096E+11,NZL
2335,Nicaragua,Gross Domestic Product (GDP),4254955897,4464679620,4606715216,4841251837,5456374527,5576242718,5857485971,6225574367,5780219336,4249687262,4445671461,4684105723,4645866467,4860190119,4784074978,4588796142,4542113899,4510030543,3948535492,3879912016,3877879138,3870526650,3885491293,3870315262,3999418395,4235889405,4504678870,4683363693,4857195030,5198946484,5412185596,5572431942,5614444676,5755969832,6061736763,6321324476,6583790243,6931925827,7129604314,6932883548,7154132580,7599949117,8024828999,8388610670,8771571434,9203918190,NIC
2352,Niger,Gross Domestic Product (GDP),2141325718,2262938472,2146028908,1780182836,1936398118,1882310773,1895076669,2042221434,2317362011,2482983782,2427552543,2442334280,2481975862,2364058597,1966297346,2118145521,2079137579,2050488517,2175510321,2159753791,2143224437,2150998143,2155471434,2175522444,2233690375,2307057190,2424468982,2436497742,2746225090,2773517450,2701862593,2904985192,3058281099,3162245281,3136266708,3369007255,3563610555,3675740201,4028160207,3999452670,4334176455,4432921336,4958214499,5219432338,5587393772,5788836169,NER
2369,Nigeria,Gross Domestic Product (GDP),41717232922,47656737126,51080858852,54200380793,60056989444,60475855091,64771561106,70127332082,68094488712,66217553393,67685504561,67075596652,65919862924,61552634951,60717420483,67599529906,68874281724,68396705540,73583319087,78841712296,87796246065,87806525620,90116037286,91519209873,92237381975,94219243083,98112523101,1.00948E+11,1.0379E+11,1.04282E+11,1.09828E+11,1.14673E+11,1.39152E+11,1.53392E+11,1.69466E+11,1.80502E+11,1.91388E+11,2.03732E+11,2.16507E+11,2.3152E+11,2.49671E+11,2.61873E+11,2.7308E+11,2.87811E+11,3.05971E+11,3.14087E+11,NGA
2386,Norway,Gross Domestic Product (GDP),94366472643,99719363601,1.05035E+11,1.09796E+11,1.14104E+11,1.19754E+11,1.2673E+11,1.32003E+11,1.37111E+11,1.43106E+11,1.49638E+11,1.5203E+11,1.52388E+11,1.58442E+11,1.68031E+11,1.77363E+11,1.84532E+11,1.87768E+11,1.87288E+11,1.89233E+11,1.9289E+11,1.9884E+11,2.05947E+11,2.11807E+11,2.22515E+11,2.31758E+11,2.43411E+11,2.56274E+11,2.63E+11,2.68295E+11,2.76894E+11,2.82669E+11,2.86732E+11,2.8937E+11,3.00826E+11,3.08722E+11,3.16116E+11,3.25378E+11,3.26628E+11,3.21329E+11,3.23263E+11,3.26394E+11,3.35366E+11,3.38716E+11,3.45215E+11,3.50776E+11,NOR
2403,Oman,Gross Domestic Product (GDP),3075046473,3106375317,3393154729,2918402255,3742591828,4812592325,5581353944,6566106788,7725455415,8056697879,8543764642,10031403464,11193439890,12639388940,14396691982,16486985481,16840029246,16168243428,17016287268,17523952592,18992593542,20139326129,21850189931,23192706131,24084680964,25247542214,25978442546,27583067089,28329079170,28156323018,29461259114,31103169345,30760858671,29939860752,30326717454,31081991724,32751737548,34210072301,37015194167,39277770054,41164111936,40708680693,44507507624,46454023038,47634675372,50327154206,OMN
2420,Pakistan,Gross Domestic Product (GDP),21573923983,21907803260,22226561192,23683049051,24942959437,25748624648,26934742876,27958155441,30195509507,31646553682,34399848006,36782366975,39187005820,41843254481,43962700277,47300397699,49902701638,53122593308,57173339462,60009007209,62684559618,65857381874,70931887778,72179095027,74876727751,78592567093,82401619739,83237498487,85360249719,88484548169,92254067797,94082892080,97116553940,1.01823E+11,1.09325E+11,1.17708E+11,1.2498E+11,1.3102E+11,1.33249E+11,1.37022E+11,1.39224E+11,1.4305E+11,1.48067E+11,1.54534E+11,1.61856E+11,1.7082E+11,PAK
2437,Palau,Gross Domestic Product (GDP),86369574,87020757,87774370,88351207,88778662,89080327,90354268,91646427,91303535,90961925,90621594,90282535,89944746,91682484,96666808,101922105,107463107,113305346,119465198,125959931,132807750,137944542,140594226,123301072,132302051,146722975,161982164,165707751,169021909,159894726,160374410,162459277,170322860,175745211,170463700,179900000,180322521,176543306,173914288,161942863,151544154,157318606,165088296,168327623,166966166,176425939,PLW
2454,Panama,Gross Domestic Product (GDP),3523491016,3861868192,4040070926,4258490619,4361806601,4431492883,4503952750,4554223949,5000770877,5225084435,6020062779,6557234636,6809869751,6706108900,6850471823,7198328464,7519600415,7746939795,6961483044,7070238594,7642856705,8362737888,9048622891,9542292528,9814261963,9986176293,10266846171,10930648032,11733333940,12192168941,12524014803,12595604517,12876346336,13417894992,14427199829,15464700000,16783492680,18816420298,20436823808,20763477637,21960980045,24554147051,26820483100,28597114544,30328193389,32080372503,PAN
2471,Papua New Guinea,Gross Domestic Product (GDP),3222591879,3349665676,3537902517,3615470900,3693852652,3679888086,3571099621,3407107170,3698882539,3765791460,3679465833,3668970316,3699523245,3826754372,3788941651,3925210136,4146022157,4260887214,4385027090,4322422067,4192931334,4592461970,5228475772,6180177860,6547410731,6330531095,6748089752,6319984771,6615899354,6738641197,6573256560,6570204476,6702291893,6996054987,7035986421,7312284812,7480149437,8029606125,8094670412,8587812838,9550091210,9879226760,10274324035,10647882788,11430779883,12187473224,PNG
2488,Paraguay,Gross Domestic Product (GDP),1827038966,1931179055,2060566913,2215109741,2403394626,2576441761,2763309900,3065447934,3413379643,3801035912,4235921161,4605110243,4559817687,4423024394,4558988674,4739960924,4740363057,4945506597,5259943716,5564902867,5736997257,5878616147,5984432821,6232301452,6425625737,6776043720,6804718701,7006901615,7045296928,6941289371,6709945460,6849015713,7878323096,8218725249,8552193403,8734653762,9154539073,9650863620,10264573331,9857511569,11148155921,11632254233,11488134267,13100640696,13719296598,14141833148,PRY
2505,Peru,Gross Domestic Product (GDP),32448399099,33937955815,35118160149,37322504148,40825906001,42581772354,43197977864,43348766323,42203273882,43929704550,46540594231,49124547484,49015135600,43913598232,45498126686,46435903164,50812933919,55755074277,50491085254,44274601911,42068591740,43002202792,42769771962,45012437891,50552733575,54299396367,55819221854,59434534846,59201826321,60086840724,61705803374,62087078798,65473015607,68199981855,71581475542,76080414462,81808432059,88777191529,96879502550,97941131060,1.06102E+11,1.12815E+11,1.19742E+11,1.26848E+11,1.29869E+11,1.34093E+11,PER
