129,Malta,,470,MLT,   925,Southern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1985, 1995, 2005 and 2011 censuses, 2015 official estimate, and with estimates of the subsequent trends in fertility, mortality, international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official estimates of age-specific fertility rates through 2014.,Life expectancy at birth: Based on official life tables through 2014.,Infant and child mortality: Based on official life tables through 2012.,International migration: Based on estimates of net international migration derived as the difference between overall population change and natural increase during the 1958-2011 intercensal period.,,,,
130,Marshall Islands,,584,MHL,   954,Micronesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 2011 census, and the assumed subsequent trend in the growth rate of the population.",Census,21-Apr-2011,,,,,,,,
131,Martinique,,474,MTQ,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1961, 1967, 1974, 1982, 1990, 1999, 2006 and 2013 censuses, with official population estimates by sex and age through 2016, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2016,Total fertility: Based on official estimates of total fertility through 2013. Estimates from the 2004 Greater Caribbean Survey were also considered.,"Life expectancy at birth: Based on: (a) official estimates of life expectancy at birth from 2000 to 2013, and (b) annual life tables for 1967, 2002 and 2007.","Infant and child mortality: Based on: (a) official estimates of infant mortality from 2000 to 2013, and (b) annual life tables for 1967, 2002 and 2007.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1990-2013 period.,,,,
132,Mauritania,,478,MRT,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1977, 1988, 2000 and 2013 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Apr-2013,"Total fertility: Based on: (a) maternity-history data from the 1981/82 Fertility Survey of Mauritania (WFS), 1990/91 Maternal Child and Health Survey, the 2000/01 Mauritania DHS and the 2003/04 Mauritania Infant Mortality and Malaria Survey (EMIP), and 2007 MICS, adjusted for underreporting; (b) data on children ever born and births in the preceding 12 months (or 36 months), both classified by age of mother,  from the 1977 and 1988 censuses; (c) births in the preceding 12 months classified by age of mother from the 2000 and 2013 censuses, and the 2011 MICS; (d) cohort-completed fertility from these surveys and censuses; and (e) the own-children method applied to the 2003 WHS and 2007 MICS.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and implied relationships between life expectancy at birth and estimates of infant and child mortality, and  estimates of adult mortality (45q15). Adult mortality estimates were derived from: (a) parental orphanhood from the 2007 MICS, 2000/01 DHS, 1964/65 Demographic Survey and 1981/82 Fertility Survey of Mauritania (WFS), (b) siblings deaths from the 2000/01 DHS, (c) household deaths data from the 1957 Fouta Toro survey, 1977 and 1988 censuses, and (d) intercensal survivorship from successive census age distributions (smoothed and unsmoothed) for periods 1965-1977, 1977-1988 and 1988-2000.","Infant and child mortality: Based on: (a) data on births and deaths under-five calculated from maternity-history data from the 1981/82 Mauritania Fertility Survey (WFS), the 1990/91 Maternal Child and Health Survey, the 2000/01 Mauritania DHS and the 2003/04 Mauritania Infant Mortality and Malaria Survey (EMIP); (b) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from these data sources, as well as from the 1964/65 survey, the 1996 and 2007 MICS surveys; and (c) recent household deaths from the 1957 Fouta Toro survey, 1977 and 1988 censuses. Results from the 2011 MICS were also considered.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during intercensal periods.,,,,
133,Mauritius,15,480,MUS,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 2011 census adjusted for underenumeration at ages 0-14, with official population estimates for 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2015,Total fertility: Based on official estimates of age-specific fertility rates through 2015.,Life expectancy at birth: Based on official life tables through 2015.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1950-2015 period. Official analysis of migration data from the 2011 census was also considered.,,,,
134,Mayotte,,175,MYT,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 2012 census, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,21-Aug-2012,Total fertility: Based on estimates of total fertility for selected years through 2012.,Life expectancy at birth: Based on the life tables of Réunion.,Infant and child mortality: Based on life tables of Réunion.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2012.,,,,
135,Mexico,,484,MEX,   916,Central America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1960, 1970, 1980, 1990, 1995, 2000, 2005 and 2010 censuses and intercensal enumerations through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,15-Mar-2015,"Total fertility: Based on: (a) births registered from 1950 through 2013 classified by age of mother and underlying female population by age; (b) estimates from the 1992, 2009 and 2014 Encuesta Nacional de la Dinámica Demográfica (ENADID); (c) estimates from the 1970, 1990, 2000 and 2010 censuses; and (d) estimates from  the 1995 Encuesta Nacional de Planificación Familiar, 1987 DHS, 1978 and 1979 ENPUMA, and 1976 WFS.","Life expectancy at birth: Based on: (a) registered deaths by age and sex through 2013 and underlying population by age and sex, (b) estimates from the 1992, 2006 and 2009 Encuesta Nacional de la Dinámica Demográfica (ENADID), (c) estimates from the1978 and 1979 ENPUMA, and the 1976 WFS, (d) estimates from the 1970, 1990, 2000 and 2010 censuses. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) registered live births and infant and child deaths through 2013, (b) estimates from the 1992, 2006 and 2009 Encuesta Nacional de la Dinámica Demográfica (ENADID) and the 1987 DHS, (c) estimates from the1979 ENPUMA, and the 1976 WFS, and (d) estimates from the 1970, 1990, 2000, and 2010 censuses","International migration: Based on: number of foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America; statistics compiled by the Immigration and Naturalization Service of the USA on the number of Mexicans admitted legally to that country and adjusted for undocumented migration; estimates derived as the differences between overall population growth and natural increase.",,,,
136,Micronesia (Fed. States of),,583,FSM,   954,Micronesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 2010 census, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,4-Apr-2010,"Total fertility: Based on: (a) estimates from the 1973, 1980, 1994, 2000 and 2010 censuses; and (b) estimates from registered births by age of mother from 2000 to 2006.",Life expectancy at birth: Based on estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables.,"Infant and child mortality: Based on: (a) estimates from births and infant deaths through 2011, (b) estimates from the 1994, 2000 and 2010 censuses, (c) estimates from the 2005 MICS, and (d) estimates from the Secretariat of the Pacific Community were also considered.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1950-2015 period.,,,,
137,Monaco,,492,MCO,   926,Western Europe,   908,Europe,Yes,,,"Total population: Estimated to be consistent with the 1951, 1956, 1961, 1968, 1975, 1982, 1990, 2000 and 2008 censuses, with official estimates through  2015,  and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,31-Dec-2015,Total fertility: Based on registered births through 2015.,Life expectancy at birth: Based on official estimates through 2015.,,,,,,
138,Mongolia,,496,MNG,   906,Eastern Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with censuses from 1956 through 2010, with official estimate for 2016, and with estimates of the subsequent trends in fertility, mortality and international migration. Recent official estimates include Mongolian citizens living abroad from more than 6 months.",Official estimate,1-Jul-2016,"Total fertility: Based on: (a) official estimates of total fertility through 2015; (b) full birth history data from the 1994 and 1996 Demographic Survey of Mongolia, the 1998 Reproductive Health Survey (RHS), the 2013 Social Indicator Sample Survey (SISS); (c) truncated birth history data (last five years before the survey) from the 2003 and 2008 RHS; and (d) indirect estimates obtained from the application of the reverse survival method to the 1956, 1963, 1969, 1979, 1989, 2000 and 2010 censuses, to the 2000, 2005 and 2010 Multiple Indicator Cluster Survey (MICS), and to the 2013 SISS.",Life expectancy at birth: Based on official estimates of life expectancy available through 2015 adjusted for underreporting of infant and child mortality.,"Infant and child mortality: Based on: (a) official estimates through 2015; (b) direct estimates from full or truncated birth history data from the 1989 census, the 1994 and 1996 Demographic Survey of Mongolia, the 1998, 2003 and 2008 Reproductive Health Survey (RHS), and the 2013 Social Indicator Sample Survey (SISS); and (c) data on the children ever born and surviving classified by age of mother from the 1989 census, the 1994 Demographic Survey of Mongolia, the 1998, 2003 and 2008 RHS, the 2000, 2005 and 2010 MICS, and the 2013 SISS.",International migration: Based on official data on international migration and estimates derived as the difference between overall population growth and natural increase through 2015.,,,,
139,Montenegro,,499,MNE,   925,Southern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1953, 1961, 1971, 1981, 1991, 2003 and 2011 censuses,with official population estimates for 2015,  and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official estimates of total fertility available through 2015.,"Life expectancy at birth: Based on official estimates of life expectancy available through 2015. The age pattern of mortality is based on life tables for 1990, 2000 and 2006.",Infant and child mortality: Based on births and infant deaths registered through 2015.,"International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase, and on refugee statistics compiled by UNHCR.",,,,
140,Montserrat,,500,MSR,   915,Caribbean,   904,Latin America and the Caribbean,Yes,,,"Total population: Estimated to be consistent with the 2011 census, with estimates of international migration, and the assumed subsequent trend in the growth rate of the population.",Census,12-May-2011,,,,,,,,
141,Morocco,,504,MAR,   912,Northern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1960, 1971, 1982, 1994, 2004 and 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Sep-2014,"Total fertility: Based on: (a) direct estimates from the 1986/88 Enquête Nationale Démographique à Passages Répétés (ENDPR), 1995 Enquête de Panel sur la Population et la Santé (EPPS/DHS), the 1998/99 Living Standards Survey, the 1996/97 and 2003/04 PAPCHILD Surveys of Morocco (ENSME and EPSF), the 2009/10 Demographic survey and the 2011 Enquête Nationale sur la Population et la Santé; (b) data on births during the past 12 months, classified by age of mother, from the 1982, 1994, 2004 and 2014 censuses; (c) maternity-history data from the 1987 and 1992 Enquêtes Nationales sur la Population et la Santé (ENPS-I and II/DHS); (d) indirect estimates obtained from the application of the own-children method to the 1982, 1994 and 2004 censuses; and (e) indirect estimates obtained from the application of the reverse survival method to the estimates derived from the 1960 and 1971 censuses.","Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality initially conforms to the mortality patterns resulting from the blending from the East model of the Coale-Demeny Model Life Tables to the West model of the Coale-Demeny Model Life Tables from 1950 to 2000. For the period 2000-2015, life expectancy was derived from the life table of the 2009-2010 Demographic survey.","Infant and child mortality: Based on: (a) data on children ever born and surviving classified by age of mother from the 1980 World Fertility Survey, the 1982, 1994 and 2004 censuses, the 1987, 1992 and 2011 Enquêtes Nationales sur la Population et la Santé (ENPS-I and II/DHS), the 1995 Enquête de Panel sur la Population et la Santé (EPPS/DHS), the 2003/04 PAPCHILD Survey of Morocco (EPSF), and the results from the 2009/10 Demography survey.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the intercensal periods.,,,,
142,Mozambique,,508,MOZ,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1980, 1997 and 2007 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Aug-2007,"Total fertility: Based on: (a) data on children ever born and births in the preceding 12 months, both classified by age of mother, from the 1997 and 2007 censuses; (b) maternity-history data from the 1997, 2003 and 2011DHS; and (c) estimates derived from the 2002/03 Inquérito de Agregados Familiares.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables. The demographic impact of AIDS has been factored into the mortality estimates.,"Infant and child mortality: Based on: (a) data on children ever-born and surviving classified by age of mother from the 1970, 1980, 1997 and 2007 censuses; and (b) maternity-history data from the 1997, 2003 and 2011 DHS, the 1995 and 2009 Multiple Indicator Cluster Survey, and the 2009 AIDS Indicator Survey. The demographic impact of AIDS has been factored into the mortality estimates.","International migration: Based on refugee statistics compiled by UNHCR, data on migration of workers to South Africa, and on the results of the 1997 and 2007 censuses regarding persons residing abroad five years before the enumeration.",,,,
143,Myanmar,,104,MMR,   920,South-Eastern Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1973, 1983, and the 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration. Population estimate from the 1991 Myanmar Population Change and Fertility Survey, and official population estimates for various years up to 2010 were also considered.",Census,29-Mar-2014,"Total fertility: Based on: (a) data on the number of births in the preceding 12 months classified by age of mother from the 1983 and 2014 censuses; (b) maternity-history data from the 1991 Population Change and Fertility Survey, and the 1997, 2001 and 2007 Fertility and Reproductive Health Surveys, and the 2015-2016 Demographic and Health Survey; (c) indirect estimates obtained from the application of the reverse survival method to  the 1973, 1983, and 2014 censuses, the 1991 Population Change and Fertility Survey, the 2000 Multiple Indicator Cluster Survey (MICS), the 2001 Fertility and Reproductive Health Survey, the 2003 World Health Survey, the 2009-2010 MICS; (d) 2004-2009 official estimates; and (e) cohort-completed fertility from these surveys and censuses.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables. Official estimates of life expectancy at birth by sex from the 1991 Myanmar Population Change and Fertility Survey and the recent household deaths data from the 2014 census were also considered.,"Infant and child mortality: Based on: (a) maternity-history data from the 1991 Myanmar Population Change and Fertility Survey, the 1997, 2001, and 2007 Fertility and Reproductive Health Surveys, the 1999 National Mortality Survey, the 2002-2003 Overall and Cause-Specific Under-Five Mortality Survey, the 2009-2010 Multiple Indicator Cluster Survey and the 2015-2016 Demographic Health Survey; (b) data on children ever-born and surviving classified by age of mother (and the West model of the Coale-Demeny Model Life Tables) from the 1983 and 2014 censuses, the 1991 Population Change and Fertility Survey, the 1997, 2001, 2007 Fertility Reproductive Health Survey, and the 2009-2010 Multiple Indicator Cluster Survey; and (c) recent household deaths from the 2014 census.",International migration: Based on: (a) refugee statistics compiled by UNHCR; (b) assumed trends in labour migration; and (c) estimates of net international migration derived as the difference between overall population growth and natural increase. The registration data of Burmese from Thailand statistical office were also taken into account.,,,,
144,Namibia,,516,NAM,   913,Southern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1991, 2001 and 2011 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,28-Aug-2011,"Total fertility: Based on: (a) maternity-history data from the 1992, 2000, 2006/07 and 2013 Namibia Demographic Health Surveys; and, (b) official total fertility estimates from Statistics Namibia derived from the 1991 and 2001 censuses were also considered.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables. Official estimates from Statistics Namibia were also considered. The demographic impact of AIDS has been factored into the mortality estimates.  Adjustments were made to adult male mortality levels in some periods.,"Infant and child mortality: Based on: (a) data on children ever born and surviving and maternity-history data from the 1992, 2000, 2006/07 and 2013 Namibia DHS; and (b) official estimates from Statistics Namibia derived from the 2001 census. The demographic impact of AIDS has been factored into the mortality estimates.",International migration: Based on refugee statistics compiled by UNHCR and assumed immigration levels.,,,,
145,Nauru,,520,NRU,   954,Micronesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 1961, 1966, 1977, 1992, 2000, and 2011 censuses, with estimates of in international migration, and the assumed subsequent trend in the growth rate of the population.",Census,30-Oct-2011,,,,,,,,
146,Nepal,,524,NPL,  5 501,Southern Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1954, 1961,1971, 1981, 1991, 2001 and 2011 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,22-Jun-2011,"Total fertility: Based on: (a) maternity-history data from the 1976 Nepal Fertility Survey, the 1986/87 Nepal DHS, the 1991 Nepal Fertility, Family Planning and Health Survey, the 1996 Nepal Family Health Survey, and the 2001, 2006 and 2011 Nepal DHS, 2014 MICS adjusted for underreporting; and (b) data on children ever born and births in the preceding 12 months, both classified by age of mother, from these surveys and from the 1961, 1971, 1981, 1991, 2001 and 2011 censuses, the 1974/75, 1976 and 1986/87 Demographic Sample Survey, the 1981 Contraceptive Prevalence Survey and the 1995/96, 2003/04 and 2010/11 Nepal Living Standards Surveys.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables.,"Infant and child mortality: Infant mortality: Derived from the child mortality rates using the West model of the Coale-Demeny Model Life Tables, and consistent with national estimates. Child mortality: Based on: (a) maternity-history data from the 1976 Nepal Fertility Survey, the 1991 Nepal Fertility, Family Planning and Health Survey, the 1996 Nepal Family Health Survey, the 2001 and 2006 Nepal DHS, and 2014 MICS5; and (b) data on children ever-born and surviving classified by age of mother (and the West model of the Coale-Demeny Life Tables) from these surveys and from the 1971, 1981 and 1991 censuses, the 1981 Contraceptive Prevalence Survey, and the 1985-1986 Fertility and Family Planning Survey.","International migration: Based on: (a) information on household members abroad gathered by the 1981, 1991, 2001 and 2011 censuses, and (b) information on refugee flows to and from the country.",,,,
147,Netherlands,,528,NLD,   926,Western Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Population register,1-Jan-2015,Total fertility: Based on official estimates of total fertility through 2014.,Life expectancy at birth: Based on official estimates of life expectancy derived from registered deaths through 2015. The age pattern of mortality is based on official life tables for 1950 to 2015.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on official data on international migration and estimates derived as the difference between overall population growth and natural increase through 2015.,,,,
148,New Caledonia,,540,NCL,   928,Melanesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 1951, 1956, 1963, 1969, 1976, 1989, 1996, 2004, 2009 and 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,26-Aug-2014,"Total fertility: Based on: (a) registered births by age of mother and the female population derived from the world population prospects from 1962 to 2012; (b) official estimates through 2010; and (c) estimates from the 2004, 2009 and 2014 censuses.",Life expectancy at birth: Based on: (a) official estimates from 1980 to 2010; (b) registered deaths by age and sex from 1962 to 2010 and the underlying age-sex-specific population; and (c) estimates from the Secretariat of the Pacific Community were also considered.,Infant and child mortality: Based on: (a) official estimates from 1980 to 2010; (b) estimates from registered birth and infant deaths from 1976 to 2012; and (c) estimates from he Secretariat of the Pacific Community were also considered.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2015.,,,,
149,New Zealand,,554,NZL,   927,Australia/New Zealand,   909,Oceania,No,,,"Total population: Estimated to be consistent with official population estimates for 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2015.,Life expectancy at birth: Based on official estimates of life expectancy available through 2013-2015. The age pattern of mortality is based on life tables through 2013 from the Human Mortality Database.,Infant and child mortality: Based on births and infant deaths registered through 2015.,"International migration: Based on official estimates of international migration, and estimates derived as the difference between overall population growth and natural increase through 2015.",,,,
150,Nicaragua,,558,NIC,   916,Central America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1963, 1971, 1995 and 2005 censuses, with official population estimates trough 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,"Total fertility: Based on: (a) registered births by age of mother from 1955 through 2011 and underlying female population by age; (b) estimates from the 1998, 2001, 2006/07, and 2011/12 ENDESA (DHS); (c) estimates from the 1971, 1995, and 2005 censuses; and (d) estimates from the 1992/93 Family Health Survey, 1993 and 2001 LSMS; 1985/86 National Socio-Demographic Survey, and 1978 National Retrospective Demographic Survey. Estimates from: Epema, E. (1983) were considered.","Life expectancy at birth: Based on: (a) registered births and infant and child deaths from 1968 through 2011; (b) estimates from the 1998, 2001, 2006/07, and the 2011/12 ENDESA (DHS); (c) estimates from the 1992/93 Family Health Survey, the 1993 and 2001 National Household Survey on Living Standards Measurement (LSMS); the 1985/86 National Socio-Demographic Survey, the 1978 National Retrospective Demographic Survey; and (d) estimates from the 1953, 1963, 1971, 1995 and 2005 censuses. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) registered births and infant and child deaths from 1968 through 2011; (b) estimates from the 1998, 2001, 2006/07, and 2011/12 ENDESA (DHS); (c) estimates from the 1992/93 Family Health Survey, the 1993 and 2001 National Household Survey on Living Standards Measurement (LSMS); the 1985/86 National Socio-Demographic Survey, the 1978 National Retrospective Demographic Survey; and (d) estimates from the 1953, 1963, 1971, 1995, and 2005 censuses.","International migration: Based on: (a) number of foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America, (b) estimates derived as the differences between overall population growth and natural increase.",,,,
151,Niger,,562,NER,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1977, 1988, 2001 and 2012 censuses, adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census - preliminary,10-Dec-2012,"Total fertility: Based on: (a) maternity-history data adjusted for underreporting from the 1992 and 1998 DHS, as well as 2006 DHS-MICS3, and the 2012 DHS-MICS4; (b) data on children ever born and births in the preceding 12 months (or 36 months), both classified by age of mother, from these surveys and from the 1959/60 Demographic Survey, 1988 and 2001 censuses, and 2000 MICS2 survey; (c) cohort-completed fertility from these surveys and censuses; (e) the own-children method applied to the 2001 census. Estimates based on the 2010 EMS and -2016 	PMA-R 1were also considered.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and three parameters: (1-2) direct and indirect estimates of infant and child mortality, and (3) adjusted estimates of adult mortality (45q15). Adult mortality estimates were derived from (a) recent household deaths data (unadjusted and adjusted for underregistration using the growth-balance and synthetic-extinct generation methods) from the 1959/60 Demographic Survey, 1977, 1988 and 2001 censuses; (b) parental orphanhood from the 1988 and 2001 censuses, 1992 and 1998 DHS, 2006 DHS-MISC3; (c) siblings deaths from the 1992 DHS, 2006 DHS-MICS3 and 2012 DHS-MICS4; (d) intercensal survivorship from successive census age distributions (smoothed and unsmoothed) for periods 1977-1988, and 1988-2001; (e) implied relationship between child mortality and adult mortality based on the North model of the Coale-Demeny Model Life Tables in 1950-1955, and assumed to converge over time toward the South model of the Coale-Demeny Model Life Tables by the 1990s. Data from West African rural demographic surveillance sites and urban vital registration were also considered.","Infant and child mortality: Based on: (a) data on births and deaths under-five calculated from maternity-history data from the 1992, 1998 DHS, 2006 and 2012 DHS-MICS, the 2015 Etude Nationale d’Evaluation d’Indicateurs Socio-Economiques et Demographiques (ENISED), and the 2010 Enquete Nationale sur la survie des enfants de 0 a 59 mois et la mortalite au Niger (EMS); (b) recent household deaths from the 1959/60 Demographic Survey, 1988 and 2001 censuses; (c) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from these surveys, as well as from the 1996 and 2000 MICS surveys.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during intercensal periods.,,,,
152,Nigeria,,566,NGA,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1963, 1991 and 2006 censuses, adjusted for underenumeration, with the age and sex structure from the 2011 MICS4 survey, and with estimates of the subsequent the trends in fertility, mortality and international migration.",Census,23-Mar-2006,"Total fertility: Based on: (a) maternity-history data adjusted for underreporting from the 1981/82 Nigeria WFS, the 1990, 1999, 2003, 2008 and 2013 DHS, as well as the 2010 MIS; (b) data on children ever born and births in the preceding 12 months (or 36 months), both classified by age of mother, from these surveys and from the 1965/66 Nigerian rural demographic inquiry, the 1971/73 KAP survey, the 1991 census, the 2000 Nigeria Sentinel Survey, the 2007 MICS3 and 2011 MICS4; (c) data on children ever born classified by age of mother from the 1995 MICS and 1999 MICS2 surveys; (d) cohort-completed fertility from these surveys and censuses; (e) the own-children method applied to the 2007 MICS3 and 2010/11 GHS. Estimates based on the reverse survival method applied to the 2011 MICS4  were also considered.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and three parameters: (1-2) direct and indirect estimates of infant and child mortality, and (3) adjusted estimates of adult mortality (45q15). Adult mortality estimates were derived from: (a) recent household deaths data from the 1965-1966 Nigerian rural demographic inquiry, the 2008 and 2013 DHS, and the 2010/11 GHS; (b) parental orphanhood from the 1986, 1999, 2003, 2008 and 2013 DHS, the 2007 MICS3 and 2010/11 GHS; (c) siblings deaths from the 2008 DHS; (d) implied relationship between child mortality and adult mortality based on the North model of the Coale-Demeny Model Life Tables. Data from West African rural demographic surveillance sites including for Malumfashi in 1962-1966 and 1974-1977 and urban vital registration were also considered.","Infant and child mortality: Infant mortality: Derived from the child mortality rates using the North model of the Coale-Demeny Model Life Tables. Child mortality: Based on: (a) recent household deaths from the 1965-1966 Nigerian rural demographic inquiry; (b) data on births and deaths under-five calculated from maternity-history data from the 1990, 2003, 2008, and 2013 Nigeria DHS, and 2010 MIS; (c) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from these surveys. Estimates based on the 1962-1977 Malumfashi DSS, the 1971/73 National Fertility, Family and Family Planning survey, the 1981/82 Nigeria WFS, the 1995 and 1999 Nigeria Multiple Indicator Cluster Surveys, the 1999 Nigeria DHS, the 2000 Nigeria Sentinel survey, and the  2007 and 2011 MICS were also considered.","International migration: Based on information on Nigerian-born persons enumerated in neighbouring countries, flows of Nigerians to selected developed countries, and information obtained at the time of the repatriation of undocumented migrants that took place in 1983 and 1985.",,,,
153,Niue,,570,NIU,   957,Polynesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 1951, 1956, 1961, 1966, 1971, 1976, 1981, 1986, 1991, 1996,  2001, 2006, 2011 and 2016 censuses, and the assumed subsequent trend in the growth rate of the population.",Census,11-Sep-2011,,,,,,,,
154,Northern Mariana Islands,,580,MNP,   954,Micronesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 2010 census, with estimates of international migration, and the assumed subsequent trend in the growth rate of the population.",Census,1-Apr-2010,,,,,,,,
155,Norway,16,578,NOR,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1950, 1960, 1970, 1980, 1990, 2001 and 2011 censuses,  with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2015.,Life expectancy at birth: Based on official life tables available through 2015. The age pattern of mortality is based on  life tables through 2014 from the Human Mortality Database.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on official estimates of international migration and estimates derived as the difference between overall population growth and natural increase through 2015.,,,,
